fishery,age,sel
35,11,0.5889
35,12,0.6303
35,13,0.6547
35,14,0.6664
35,15,0.6694
35,16,0.6694
36,1,0.4199
36,2,0.9049
36,3,1
36,4,0.5568
36,5,0.3053
36,6,0.2163
36,7,0.2041
36,8,0.2312
36,9,0.272
36,10,0.3126
36,11,0.3457
36,12,0.3688
36,13,0.3826
36,14,0.3893
36,15,0.3911
36,16,0.3911
37,1,0.0031
37,2,0.0689
37,3,1
37,4,0.8552
37,5,0.4058
37,6,0.2857
37,7,0.3051
37,8,0.3714
37,9,0.4525
37,10,0.5286
37,11,0.5889
37,12,0.6303
37,13,0.6547
37,14,0.6664
37,15,0.6694
37,16,0.6694
38,1,0.0031
38,2,0.0689
38,3,1
38,4,0.8552
38,5,0.4058
38,6,0.2857
38,7,0.3051
38,8,0.3714
38,9,0.4525
38,10,0.5286
38,11,0.5889
38,12,0.6303
38,13,0.6547
38,14,0.6664
38,15,0.6694
38,16,0.6694
39,1,0.0071
39,2,0.0475
39,3,0.421
39,4,0.9459
39,5,1
39,6,0.7666
39,7,0.539
39,8,0.394
39,9,0.3104
39,10,0.263
39,11,0.2363
39,12,0.2216
39,13,0.214
39,14,0.2106
39,15,0.2098
39,16,0.2098
40,1,0.0071
40,2,0.0475
40,3,0.421
40,4,0.9459
40,5,1
40,6,0.7666
40,7,0.539
40,8,0.394
40,9,0.3104
40,10,0.263
40,11,0.2363
40,12,0.2216
40,13,0.214
40,14,0.2106
40,15,0.2098
40,16,0.2098
41,1,0.0071
41,2,0.0475
41,3,0.421
41,4,0.9459
41,5,1
41,6,0.7666
41,7,0.539
41,8,0.394
41,9,0.3104
41,10,0.263
41,11,0.2363
41,12,0.2216
41,13,0.214
41,14,0.2106
41,15,0.2098
41,16,0.2098
