year,season,area,age,n
2014,4,1,13,15817.6
2014,4,1,14,7445.28
2014,4,1,15,3855.74
2014,4,1,16,13434.1
2015,4,1,1,101477000
2015,4,1,2,2024620
2015,4,1,3,1101750
2015,4,1,4,1707170
2015,4,1,5,1552480
2015,4,1,6,155716
2015,4,1,7,311757
2015,4,1,8,322934
2015,4,1,9,163831
2015,4,1,10,36149.2
2015,4,1,11,14152.2
2015,4,1,12,15801.5
2015,4,1,13,31308.7
2015,4,1,14,6824.93
2015,4,1,15,4308.15
2015,4,1,16,14514.8
2016,4,1,1,102579000
2016,4,1,2,1821950
2016,4,1,3,6048500
2016,4,1,4,2151290
2016,4,1,5,1791920
2016,4,1,6,212195
2016,4,1,7,169396
2016,4,1,8,264496
2016,4,1,9,239369
2016,4,1,10,23565.1
2016,4,1,11,35033.7
2016,4,1,12,39425.2
2016,4,1,13,18770.9
2016,4,1,14,5131.9
2016,4,1,15,2262
2016,4,1,16,14478.5
2017,4,1,1,114995000
2017,4,1,2,14308600
2017,4,1,3,2338570
2017,4,1,4,2462620
2017,4,1,5,1868120
2017,4,1,6,92734.5
2017,4,1,7,322896
2017,4,1,8,283508
2017,4,1,9,137447
2017,4,1,10,31642.2
2017,4,1,11,23256.9
2017,4,1,12,29468.8
2017,4,1,13,24579.3
2017,4,1,14,3157.74
2017,4,1,15,4348.3
2017,4,1,16,14042.2
2018,4,1,1,45379800
2018,4,1,2,23057600
2018,4,1,3,7150790
2018,4,1,4,2773100
2018,4,1,5,2441800
2018,4,1,6,684780
2018,4,1,7,321127
2018,4,1,8,203220
2018,4,1,9,203996
2018,4,1,10,17653.2
2018,4,1,11,42273
2018,4,1,12,34884.1
2018,4,1,13,14560.4
2018,4,1,14,4280.61
2018,4,1,15,3528.14
2018,4,1,16,14940.5
2019,4,1,1,11212200
2019,4,1,2,2443930
2019,4,1,3,962080
2019,4,1,4,3213160
2019,4,1,5,1530620
2019,4,1,6,706972
2019,4,1,7,418462
2019,4,1,8,356505
2019,4,1,9,250146
2019,4,1,10,100494
2019,4,1,11,41903.8
2019,4,1,12,21083.2
2019,4,1,13,20352.7
2019,4,1,14,2405.53
2019,4,1,15,5576.58
2019,4,1,16,13247.8
2020,4,1,1,7834800
2020,4,1,2,15757400
2020,4,1,3,7280650
2020,4,1,4,864534
2020,4,1,5,498309
2020,4,1,6,251961
2020,4,1,7,56150.7
2020,4,1,8,435010
2020,4,1,9,199159
2020,4,1,10,79130
2020,4,1,11,45805.4
2020,4,1,12,37303.9
2020,4,1,13,23933.3
2020,4,1,14,11378.2
2020,4,1,15,5381.3
2020,4,1,16,11160.2
2021,4,1,1,25489400
2021,4,1,2,2198350
2021,4,1,3,2672700
2021,4,1,4,2625820
2021,4,1,5,1503510
2021,4,1,6,655654
2021,4,1,7,1137180
2021,4,1,8,135385
2021,4,1,9,89309.9
2021,4,1,10,39045.4
2021,4,1,11,8604.69
2021,4,1,12,50519.8
2021,4,1,13,22614.8
2021,4,1,14,9733.85
2021,4,1,15,6372.71
2021,4,1,16,17318.5
1972,1,2,1,266708000
1972,1,2,2,102861000
1972,1,2,3,19840700
1972,1,2,4,16168000
1972,1,2,5,13855300
1972,1,2,6,9496680
1972,1,2,7,1481750
1972,1,2,8,1196110
1972,1,2,9,1022850
1972,1,2,10,705882
1972,1,2,11,118575
1972,1,2,12,83503
1972,1,2,13,67718.3
1972,1,2,14,50517.2
1972,1,2,15,12526.9
1972,1,2,16,1236.37
1973,1,2,1,333857000
1973,1,2,2,106970000
1973,1,2,3,16168400
1973,1,2,4,15724300
1973,1,2,5,14196900
1973,1,2,6,9986920
1973,1,2,7,1284960
1973,1,2,8,1098930
1973,1,2,9,940000
1973,1,2,10,637168
1973,1,2,11,88904.1
1973,1,2,12,62531.3
1973,1,2,13,50956.7
1973,1,2,14,37673.8
1973,1,2,15,8086.98
1973,1,2,16,19804.4
1974,1,2,1,291900000
1974,1,2,2,136973000
1974,1,2,3,41579200
1974,1,2,4,32232800
1974,1,2,5,17787400
1974,1,2,6,8654780
1974,1,2,7,1014920
1974,1,2,8,1135110
1974,1,2,9,1067190
1974,1,2,10,770157
1974,1,2,11,105291
1974,1,2,12,76709.7
1974,1,2,13,61937.3
1974,1,2,14,45601
1974,1,2,15,10263.1
1974,1,2,16,30600.6
1975,1,2,1,208968000
1975,1,2,2,116740000
1975,1,2,3,15586400
1975,1,2,4,13771400
1975,1,2,5,13378400
1975,1,2,6,12665000
1975,1,2,7,2677100
1975,1,2,8,2532650
1975,1,2,9,1481640
1975,1,2,10,706505
1975,1,2,11,88103.8
1975,1,2,12,82367.6
1975,1,2,13,72400.5
1975,1,2,14,55030
1975,1,2,15,12194
1975,1,2,16,37676.9
1976,1,2,1,232106000
1976,1,2,2,121555000
1976,1,2,3,16931500
1976,1,2,4,12554300
1976,1,2,5,9312100
1976,1,2,6,8987320
1976,1,2,7,1396650
1976,1,2,8,1086140
1976,1,2,9,1013900
1976,1,2,10,938440
1976,1,2,11,175543
1976,1,2,12,171295
1976,1,2,13,99809.5
1976,1,2,14,52282.7
1976,1,2,15,10263.8
1976,1,2,16,38928.2
1977,1,2,1,222268000
1977,1,2,2,70483900
1977,1,2,3,12536900
1977,1,2,4,7229300
1977,1,2,5,13498600
1977,1,2,6,11554100
1977,1,2,7,1445010
1977,1,2,8,1036630
1977,1,2,9,706786
1977,1,2,10,678096
1977,1,2,11,124573
1977,1,2,12,72869
1977,1,2,13,64900.8
1977,1,2,14,64670.2
1977,1,2,15,15295.5
1977,1,2,16,52104.5
1978,1,2,1,254287000
1978,1,2,2,113239000
1978,1,2,3,48383300
1978,1,2,4,9366080
1978,1,2,5,10243300
1978,1,2,6,4865760
1978,1,2,7,1122800
1978,1,2,8,590562
1978,1,2,9,1021130
1978,1,2,10,828287
1978,1,2,11,100121
1978,1,2,12,66082
1978,1,2,13,44843
1978,1,2,14,47896.3
1978,1,2,15,12888.1
1978,1,2,16,39082.4
1979,1,2,1,199792000
1979,1,2,2,60506000
1979,1,2,3,29055300
1979,1,2,4,5095520
1979,1,2,5,11946800
1979,1,2,6,8061090
1979,1,2,7,3163910
1979,1,2,8,753146
1979,1,2,9,791601
1979,1,2,10,352091
1979,1,2,11,105396
1979,1,2,12,40422.1
1979,1,2,13,61007.5
1979,1,2,14,54953.9
1979,1,2,15,8851.11
1979,1,2,16,30501.8
1980,1,2,1,392863000
1980,1,2,2,117612000
1980,1,2,3,32547900
1980,1,2,4,6396160
1980,1,2,5,8961550
1980,1,2,6,3496070
1980,1,2,7,1468610
1980,1,2,8,366821
1980,1,2,9,820676
1980,1,2,10,501810
1980,1,2,11,197058
1980,1,2,12,41298.2
1980,1,2,13,45025.6
1980,1,2,14,21430.6
1980,1,2,15,10058.6
1980,1,2,16,24277.8
1981,1,2,1,212681000
1981,1,2,2,47587800
1981,1,2,3,3536860
1981,1,2,4,8230150
1981,1,2,5,15588700
1981,1,2,6,5934600
1981,1,2,7,1628080
1981,1,2,8,461428
1981,1,2,9,621697
1981,1,2,10,236311
1981,1,2,11,91060.4
1981,1,2,12,24098.4
1981,1,2,13,51359.5
1981,1,2,14,33292.6
1981,1,2,15,17956.8
1981,1,2,16,20767.7
1982,1,2,1,268451000
1982,1,2,2,47188800
1982,1,2,3,11056200
1982,1,2,4,12087300
1982,1,2,5,9663270
1982,1,2,6,3821530
1982,1,2,7,295668
1982,1,2,8,636150
1982,1,2,9,1155390
1982,1,2,10,479160
1982,1,2,11,119682
1982,1,2,12,36308.1
1982,1,2,13,41818.9
1982,1,2,14,18740.8
1982,1,2,15,9279.09
1982,1,2,16,26321.8
1983,1,2,1,278608000
1983,1,2,2,122025000
1983,1,2,3,3894760
1983,1,2,4,15520500
1983,1,2,5,11432600
1983,1,2,6,3624540
1983,1,2,7,659258
1983,1,2,8,831745
1983,1,2,9,698063
1983,1,2,10,270229
1983,1,2,11,29744.6
1983,1,2,12,40518
1983,1,2,13,66969.8
1983,1,2,14,35937.8
1983,1,2,15,11466.3
1983,1,2,16,20038.1
1984,1,2,1,289863000
1984,1,2,2,201014000
1984,1,2,3,5437440
1984,1,2,4,25093200
1984,1,2,5,14627600
1984,1,2,6,6534200
1984,1,2,7,504410
1984,1,2,8,1143250
1984,1,2,9,827789
1984,1,2,10,312159
1984,1,2,11,52166.7
1984,1,2,12,53190.1
1984,1,2,13,45725.8
1984,1,2,14,20150
1984,1,2,15,4077.4
1984,1,2,16,27305.4
1985,1,2,1,155604000
1985,1,2,2,47387400
1985,1,2,3,26254700
1985,1,2,4,12199400
1985,1,2,5,8636730
1985,1,2,6,8611610
1985,1,2,7,378325
1985,1,2,8,1560500
1985,1,2,9,1010760
1985,1,2,10,470585
1985,1,2,11,55448.8
1985,1,2,12,66602.9
1985,1,2,13,44188.2
1985,1,2,14,22477.4
1985,1,2,15,5285.1
1985,1,2,16,19870.3
1986,1,2,1,557124000
1986,1,2,2,222097000
1986,1,2,3,24205600
1986,1,2,4,18091500
1986,1,2,5,8160350
1986,1,2,6,3937400
1986,1,2,7,1851810
1986,1,2,8,942948
1986,1,2,9,676017
1986,1,2,10,698138
1986,1,2,11,39399.2
1986,1,2,12,108607
1986,1,2,13,72962.9
1986,1,2,14,45025.7
1986,1,2,15,8255.43
1986,1,2,16,27534.7
1987,1,2,1,336044000
1987,1,2,2,122918000
1987,1,2,3,53434100
1987,1,2,4,11758800
1987,1,2,5,23547600
1987,1,2,6,13681200
1987,1,2,7,1460070
1987,1,2,8,1516000
1987,1,2,9,652491
1987,1,2,10,370373
1987,1,2,11,118116
1987,1,2,12,62315.4
1987,1,2,13,45519.8
1987,1,2,14,56774.7
1987,1,2,15,5155.55
1987,1,2,16,40036.1
1988,1,2,1,350151000
1988,1,2,2,157836000
1988,1,2,3,62480900
1988,1,2,4,21422400
1988,1,2,5,15092500
1988,1,2,6,7835860
1988,1,2,7,3138500
1988,1,2,8,1053220
1988,1,2,9,1796310
1988,1,2,10,1077190
1988,1,2,11,105331
1988,1,2,12,108345
1988,1,2,13,47804.5
1988,1,2,14,36817.5
1988,1,2,15,11037.6
1988,1,2,16,35598.4
1989,1,2,1,233395000
1989,1,2,2,108740000
1989,1,2,3,8864350
1989,1,2,4,22096900
1989,1,2,5,14247800
1989,1,2,6,9092530
1989,1,2,7,3385850
1989,1,2,8,1555320
1989,1,2,9,1112190
1989,1,2,10,623172
1989,1,2,11,202483
1989,1,2,12,73928
1989,1,2,13,117200
1989,1,2,14,83950
1989,1,2,15,10684.9
1989,1,2,16,35789.9
1990,1,2,1,85380300
1990,1,2,2,108589000
1990,1,2,3,7120950
1990,1,2,4,16803100
1990,1,2,5,9335820
1990,1,2,6,6192400
1990,1,2,7,746966
1990,1,2,8,1586100
1990,1,2,9,1030060
1990,1,2,10,701613
1990,1,2,11,215561
1990,1,2,12,107404
1990,1,2,13,73360
1990,1,2,14,50687.8
1990,1,2,15,18297.4
1990,1,2,16,47833.4
1991,1,2,1,519768000
1991,1,2,2,197143000
1991,1,2,3,12340500
1991,1,2,4,15070800
1991,1,2,5,9425950
1991,1,2,6,6253840
1991,1,2,7,601903
1991,1,2,8,1384540
1991,1,2,9,713756
1991,1,2,10,508554
1991,1,2,11,67593.3
1991,1,2,12,108332
1991,1,2,13,69249.4
1991,1,2,14,58485.3
1991,1,2,15,20242
1991,1,2,16,47820.7
1992,1,2,1,464343000
1992,1,2,2,46370400
1992,1,2,3,43323100
1992,1,2,4,15928700
1992,1,2,5,20409600
1992,1,2,6,9059010
1992,1,2,7,879392
1992,1,2,8,1132170
1992,1,2,9,756909
1992,1,2,10,484666
1992,1,2,11,59319
1992,1,2,12,86724.1
1992,1,2,13,44599.4
1992,1,2,14,38495.1
1992,1,2,15,7299.24
1992,1,2,16,44964.5
1993,1,2,1,532140000
1993,1,2,2,229341000
1993,1,2,3,4040560
1993,1,2,4,14706600
1993,1,2,5,22122900
1993,1,2,6,2947260
1993,1,2,7,2754860
1993,1,2,8,1256080
1993,1,2,9,1577010
1993,1,2,10,676654
1993,1,2,11,79656
1993,1,2,12,79279.5
1993,1,2,13,52691.4
1993,1,2,14,42451
1993,1,2,15,8314.47
1993,1,2,16,35827.2
1994,1,2,1,162682000
1994,1,2,2,154369000
1994,1,2,3,11708400
1994,1,2,4,15588900
1994,1,2,5,18834200
1994,1,2,6,9493840
1994,1,2,7,321116
1994,1,2,8,987731
1994,1,2,9,1549330
1994,1,2,10,219456
1994,1,2,11,175083
1994,1,2,12,73375.7
1994,1,2,13,93755.5
1994,1,2,14,46675.7
1994,1,2,15,8259.98
1994,1,2,16,30817.4
1995,1,2,1,354562000
1995,1,2,2,252522000
1995,1,2,3,12189000
1995,1,2,4,24888700
1995,1,2,5,8425900
1995,1,2,6,6971840
1995,1,2,7,738479
1995,1,2,8,1087370
1995,1,2,9,1411750
1995,1,2,10,663075
1995,1,2,11,32175.1
1995,1,2,12,69147.8
1995,1,2,13,105644
1995,1,2,14,19043.8
1995,1,2,15,17150.1
1995,1,2,16,38846.4
1996,1,2,1,304718000
1996,1,2,2,62632400
1996,1,2,3,14340300
1996,1,2,4,15750200
1996,1,2,5,19151600
1996,1,2,6,13029700
1996,1,2,7,766749
1996,1,2,8,1821630
1996,1,2,9,710875
1996,1,2,10,503498
1996,1,2,11,66234.2
1996,1,2,12,75599.6
1996,1,2,13,103493
1996,1,2,14,51670
1996,1,2,15,4230.83
1996,1,2,16,40288.2
1997,1,2,1,312301000
1997,1,2,2,192568000
1997,1,2,3,19770700
1997,1,2,4,16355300
1997,1,2,5,15276700
1997,1,2,6,5397050
1997,1,2,7,992158
1997,1,2,8,1303890
1997,1,2,9,1562190
1997,1,2,10,1014110
1997,1,2,11,63623.1
1997,1,2,12,136110
1997,1,2,13,56719.9
1997,1,2,14,41708.1
1997,1,2,15,8854.31
1997,1,2,16,46926
1998,1,2,1,276363000
1998,1,2,2,324170000
1998,1,2,3,26798200
1998,1,2,4,11645900
1998,1,2,5,15455000
1998,1,2,6,10496200
1998,1,2,7,1035530
1998,1,2,8,1089760
1998,1,2,9,996595
1998,1,2,10,373727
1998,1,2,11,66401.5
1998,1,2,12,74201.7
1998,1,2,13,91015.7
1998,1,2,14,67804.1
1998,1,2,15,6289.26
1998,1,2,16,39505.2
1999,1,2,1,396753000
1999,1,2,2,139325000
1999,1,2,3,17902400
1999,1,2,4,25856700
1999,1,2,5,9789000
1999,1,2,6,11432200
1999,1,2,7,1198100
1999,1,2,8,710217
1999,1,2,9,1092510
1999,1,2,10,687040
1999,1,2,11,75777.3
1999,1,2,12,72799.4
1999,1,2,13,63455.2
1999,1,2,14,28878.7
1999,1,2,15,6952.09
1999,1,2,16,39867.5
2000,1,2,1,221970000
2000,1,2,2,247753000
2000,1,2,3,23917500
2000,1,2,4,11059900
2000,1,2,5,13323800
2000,1,2,6,5935020
2000,1,2,7,1006690
2000,1,2,8,1790490
2000,1,2,9,723965
2000,1,2,10,816312
2000,1,2,11,87811.5
2000,1,2,12,48245.2
2000,1,2,13,73984.9
2000,1,2,14,48615.2
2000,1,2,15,8298.79
2000,1,2,16,32421.1
2001,1,2,1,337641000
2001,1,2,2,228673000
2001,1,2,3,48589100
2001,1,2,4,13461700
2001,1,2,5,12457600
2001,1,2,6,12797500
2001,1,2,7,1309900
2001,1,2,8,889540
2001,1,2,9,927267
2001,1,2,10,421120
2001,1,2,11,71597.5
2001,1,2,12,116688
2001,1,2,13,51432.6
2001,1,2,14,63546.5
2001,1,2,15,9540.36
2001,1,2,16,33631.4
2002,1,2,1,303813000
2002,1,2,2,195890000
2002,1,2,3,9273590
2002,1,2,4,15077300
2002,1,2,5,15135000
2002,1,2,6,10572900
2002,1,2,7,2713460
2002,1,2,8,1066920
2002,1,2,9,1011990
2002,1,2,10,952255
2002,1,2,11,97954.2
2002,1,2,12,68671.6
2002,1,2,13,65982
2002,1,2,14,36388.4
2002,1,2,15,8710.58
2002,1,2,16,47361.1
2003,1,2,1,359375000
2003,1,2,2,299716000
2003,1,2,3,17664200
2003,1,2,4,12053000
2003,1,2,5,14954100
2003,1,2,6,8841910
2003,1,2,7,596010
2003,1,2,8,1302670
2003,1,2,9,1295130
2003,1,2,10,785377
2003,1,2,11,189930
2003,1,2,12,74898.5
2003,1,2,13,73280.8
2003,1,2,14,76057.8
2003,1,2,15,10822.9
2003,1,2,16,39335.8
2004,1,2,1,244981000
2004,1,2,2,79367600
2004,1,2,3,21624200
2004,1,2,4,3952200
2004,1,2,5,13507400
2004,1,2,6,11620800
2004,1,2,7,1183210
2004,1,2,8,827289
2004,1,2,9,1050250
2004,1,2,10,602950
2004,1,2,11,48684.2
2004,1,2,12,75893
2004,1,2,13,94347.4
2004,1,2,14,57310.3
2004,1,2,15,16945.2
2004,1,2,16,40233.4
2005,1,2,1,506577000
2005,1,2,2,346765000
2005,1,2,3,10638600
2005,1,2,4,28202700
2005,1,2,5,10646100
2005,1,2,6,4621370
2005,1,2,7,1419780
2005,1,2,8,345679
2005,1,2,9,999573
2005,1,2,10,802462
2005,1,2,11,95705.7
2005,1,2,12,61384.9
2005,1,2,13,69725.2
2005,1,2,14,46457.8
2005,1,2,15,6064.34
2005,1,2,16,44082.6
2006,1,2,1,140715000
2006,1,2,2,263193000
2006,1,2,3,23004500
2006,1,2,4,12126300
2006,1,2,5,17779500
2006,1,2,6,12838900
2006,1,2,7,761747
2006,1,2,8,1893230
2006,1,2,9,775248
2006,1,2,10,428995
2006,1,2,11,98680.5
2006,1,2,12,27555
2006,1,2,13,69470
2006,1,2,14,58673.3
2006,1,2,15,10225.7
2006,1,2,16,35256.7
2007,1,2,1,252869000
2007,1,2,2,112356000
2007,1,2,3,25332500
2007,1,2,4,13325400
2007,1,2,5,5317760
2007,1,2,6,10289600
2007,1,2,7,1438300
2007,1,2,8,874716
2007,1,2,9,1257250
2007,1,2,10,905378
2007,1,2,11,70039.2
2007,1,2,12,129290
2007,1,2,13,57601.1
2007,1,2,14,42414.7
2007,1,2,15,10302.9
2007,1,2,16,35190.4
2008,1,2,1,136441000
2008,1,2,2,179991000
2008,1,2,3,7904700
2008,1,2,4,14092700
2008,1,2,5,9349240
2008,1,2,6,4458060
2008,1,2,7,1378950
2008,1,2,8,810641
2008,1,2,9,389855
2008,1,2,10,818201
2008,1,2,11,114061
2008,1,2,12,57386.6
2008,1,2,13,84402.6
2008,1,2,14,68984.5
2008,1,2,15,8454.38
2008,1,2,16,42109.8
2009,1,2,1,151074000
2009,1,2,2,75273900
2009,1,2,3,11630800
2009,1,2,4,9212200
2009,1,2,5,4712110
2009,1,2,6,6755220
2009,1,2,7,457028
2009,1,2,8,816533
2009,1,2,9,631093
2009,1,2,10,308448
2009,1,2,11,98818.6
2009,1,2,12,55075
2009,1,2,13,28597.1
2009,1,2,14,69124.9
2009,1,2,15,12357.6
2009,1,2,16,39466
2010,1,2,1,399707000
2010,1,2,2,191306000
2010,1,2,3,16555300
2010,1,2,4,17954100
2010,1,2,5,6202720
2010,1,2,6,4308650
2010,1,2,7,765996
2010,1,2,8,678308
2010,1,2,9,378810
2010,1,2,10,515973
2010,1,2,11,48130.1
2010,1,2,12,67588.4
2010,1,2,13,52266.8
2010,1,2,14,29609.4
2010,1,2,15,12180.7
2010,1,2,16,39680.2
2011,1,2,1,133785000
2011,1,2,2,233576000
2011,1,2,3,9894210
2011,1,2,4,15313900
2011,1,2,5,14579300
2011,1,2,6,7878000
2011,1,2,7,1072710
2011,1,2,8,1204700
2011,1,2,9,454161
2011,1,2,10,336799
2011,1,2,11,64900.4
2011,1,2,12,50371.2
2011,1,2,13,28867.8
2011,1,2,14,40478.8
2011,1,2,15,6395.6
2011,1,2,16,35009
2012,1,2,1,342874000
2012,1,2,2,106934000
2012,1,2,3,31053300
2012,1,2,4,3909210
2012,1,2,5,6406970
2012,1,2,6,12056500
2012,1,2,7,893717
2012,1,2,8,1216040
2012,1,2,9,1126450
2012,1,2,10,604952
2012,1,2,11,107257
2012,1,2,12,93408.5
2012,1,2,13,36370.7
2012,1,2,14,31077
2012,1,2,15,8552.46
2012,1,2,16,30339.3
2013,1,2,1,51909700
2013,1,2,2,206082000
2013,1,2,3,31377900
2013,1,2,4,10263300
2013,1,2,5,14898100
2013,1,2,6,5647530
2013,1,2,7,2105030
2013,1,2,8,477689
2013,1,2,9,557524
2013,1,2,10,898356
2013,1,2,11,85938.2
2013,1,2,12,92596
2013,1,2,13,79326.7
2013,1,2,14,49218.3
2013,1,2,15,13475
2013,1,2,16,33635.1
2014,1,2,1,150138000
2014,1,2,2,63515800
2014,1,2,3,13747900
2014,1,2,4,3830520
2014,1,2,5,2658760
2014,1,2,6,9837680
2014,1,2,7,2030380
2014,1,2,8,810944
2014,1,2,9,1104220
2014,1,2,10,423796
2014,1,2,11,157118
2014,1,2,12,50282.9
2014,1,2,13,40411.9
2014,1,2,14,67063.1
2014,1,2,15,10336.2
2014,1,2,16,41327.7
2015,1,2,1,191463000
2015,1,2,2,212752000
2015,1,2,3,6521720
2015,1,2,4,14075900
2015,1,2,5,6989350
2015,1,2,6,3460250
2015,1,2,7,770430
2015,1,2,8,308811
2015,1,2,9,269046
2015,1,2,10,737526
2015,1,2,11,140463
2015,1,2,12,61838.7
2015,1,2,13,75902.1
2015,1,2,14,34850.3
2015,1,2,15,16200.7
2015,1,2,16,36504.2
2016,1,2,1,255472000
2016,1,2,2,79965600
2016,1,2,3,7519310
2016,1,2,4,7573670
2016,1,2,5,8473020
2016,1,2,6,9306090
2016,1,2,7,469081
2016,1,2,8,1055220
2016,1,2,9,734368
2016,1,2,10,345133
2016,1,2,11,72021.7
2016,1,2,12,27133.8
2016,1,2,13,27783.7
2016,1,2,14,64765.1
2016,1,2,15,14501.2
2016,1,2,16,38651.6
2017,1,2,1,170023000
2017,1,2,2,129295000
2017,1,2,3,3689860
2017,1,2,4,17837700
2017,1,2,5,11165500
2017,1,2,6,5071300
2017,1,2,7,606636
2017,1,2,8,604261
2017,1,2,9,746715
2017,1,2,10,696186
2017,1,2,11,45528.4
2017,1,2,12,76314.1
2017,1,2,13,70552.3
2017,1,2,14,35036.6
2017,1,2,15,9529.77
2017,1,2,16,32921.6
2018,1,2,1,407587000
2018,1,2,2,89879700
2018,1,2,3,27253800
2018,1,2,4,14213200
2018,1,2,5,8835070
2018,1,2,6,7494340
2018,1,2,7,303651
2018,1,2,8,1381430
2018,1,2,9,944741
2018,1,2,10,401971
2018,1,2,11,62745.2
2018,1,2,12,50281.6
2018,1,2,13,62568.9
2018,1,2,14,57313.5
2018,1,2,15,6262.72
2018,1,2,16,39364.3
2019,1,2,1,530844000
2019,1,2,2,126507000
2019,1,2,3,40602800
2019,1,2,4,20489300
2019,1,2,5,18333300
2019,1,2,6,6912750
2019,1,2,7,2373680
2019,1,2,8,1216680
2019,1,2,9,726431
2019,1,2,10,600629
2019,1,2,11,33576.2
2019,1,2,12,101292
2019,1,2,13,75812.3
2019,1,2,14,33321.1
2019,1,2,15,8384.28
2019,1,2,16,38982.9
2020,1,2,1,103133000
2020,1,2,2,33209400
2020,1,2,3,25952500
2020,1,2,4,1627320
2020,1,2,5,22771200
2020,1,2,6,7296750
2020,1,2,7,3034070
2020,1,2,8,1689650
2020,1,2,9,1428430
2020,1,2,10,623617
2020,1,2,11,217120
2020,1,2,12,93947.5
2020,1,2,13,50799.3
2020,1,2,14,47546.9
2020,1,2,15,4609.32
2020,1,2,16,40890.4
2021,1,2,1,377948000
2021,1,2,2,193027000
2021,1,2,3,38530700
2021,1,2,4,22315600
2021,1,2,5,4597230
2021,1,2,6,1958360
2021,1,2,7,1575710
2021,1,2,8,159842
2021,1,2,9,1720870
2021,1,2,10,576815
2021,1,2,11,215792
2021,1,2,12,115381
2021,1,2,13,94857.7
2021,1,2,14,53076.9
2021,1,2,15,24323.7
2021,1,2,16,36963.1
1972,2,2,1,212695000
1972,2,2,2,163053000
1972,2,2,3,64782000
1972,2,2,4,13267400
1972,2,2,5,11416500
1972,2,2,6,10051700
1972,2,2,7,6845650
1972,2,2,8,1037000
1972,2,2,9,802640
1972,2,2,10,659581
1972,2,2,11,444188
1972,2,2,12,74443.8
1972,2,2,13,53675.3
1972,2,2,14,45625.4
1972,2,2,15,35858.8
1972,2,2,16,10173.9
1973,2,2,1,448465000
1973,2,2,2,219596000
1973,2,2,3,91909000
1973,2,2,4,11410600
1973,2,2,5,11840200
1973,2,2,6,11291900
1973,2,2,7,8494570
1973,2,2,8,1238640
1973,2,2,9,992733
1973,2,2,10,813553
1973,2,2,11,553158
1973,2,2,12,100710
1973,2,2,13,72710.9
1973,2,2,14,61900.5
1973,2,2,15,49705.2
1973,2,2,16,48922.4
1974,2,2,1,167675000
1974,2,2,2,170527000
1974,2,2,3,118451000
1974,2,2,4,27634300
1974,2,2,5,24118200
1974,2,2,6,14387900
1974,2,2,7,7360600
1974,2,2,8,972948
1974,2,2,9,999922
1974,2,2,10,891822
1974,2,2,11,632257
1974,2,2,12,112703
1974,2,2,13,83323.9
1974,2,2,14,69546.9
1974,2,2,15,54826.8
1974,2,2,16,63531.2
1975,2,2,1,118020000
1975,2,2,2,122206000
1975,2,2,3,92470000
1975,2,2,4,13193700
1975,2,2,5,10464100
1975,2,2,6,10405700
1975,2,2,7,10312800
1975,2,2,8,2167390
1975,2,2,9,2168680
1975,2,2,10,1258270
1975,2,2,11,608009
1975,2,2,12,97532
1975,2,2,13,84489.5
1975,2,2,14,76565.8
1975,2,2,15,61549.9
1975,2,2,16,72244.5
1976,2,2,1,80924100
1976,2,2,2,157409000
1976,2,2,3,115160000
1976,2,2,4,13560100
1976,2,2,5,9804850
1976,2,2,6,7277030
1976,2,2,7,7468070
1976,2,2,8,1404920
1976,2,2,9,932907
1976,2,2,10,840226
1976,2,2,11,777466
1976,2,2,12,158207
1976,2,2,13,172390
1976,2,2,14,107665
1976,2,2,15,60997.5
1976,2,2,16,71135.2
1977,2,2,1,73718900
1977,2,2,2,133708000
1977,2,2,3,56767600
1977,2,2,4,11113500
1977,2,2,5,5714760
1977,2,2,6,10660500
1977,2,2,7,9447250
1977,2,2,8,1234570
1977,2,2,9,877547
1977,2,2,10,595798
1977,2,2,11,587584
1977,2,2,12,131894
1977,2,2,13,74971.8
1977,2,2,14,68821.3
1977,2,2,15,73747.6
1977,2,2,16,94650.2
1978,2,2,1,55635500
1978,2,2,2,154637000
1978,2,2,3,94598200
1978,2,2,4,34110600
1978,2,2,5,7417090
1978,2,2,6,8257720
1978,2,2,7,4029660
1978,2,2,8,1213030
1978,2,2,9,529577
1978,2,2,10,832172
1978,2,2,11,692663
1978,2,2,12,95034.5
1978,2,2,13,66786
1978,2,2,14,48891.1
1978,2,2,15,57292.6
1978,2,2,16,74361.1
1979,2,2,1,81676400
1979,2,2,2,134008000
1979,2,2,3,54149400
1979,2,2,4,19634900
1979,2,2,5,4044020
1979,2,2,6,9646920
1979,2,2,7,6578200
1979,2,2,8,2793780
1979,2,2,9,640654
1979,2,2,10,698250
1979,2,2,11,311818
1979,2,2,12,121078
1979,2,2,13,44545.4
1979,2,2,14,64110.6
1979,2,2,15,64548.6
1979,2,2,16,58400
1980,2,2,1,110106000
1980,2,2,2,237478000
1980,2,2,3,92026300
1980,2,2,4,22232700
1980,2,2,5,5229120
1980,2,2,6,7262570
1980,2,2,7,2987050
1980,2,2,8,1278130
1980,2,2,9,346980
1980,2,2,10,756468
1980,2,2,11,461066
1980,2,2,12,211413
1980,2,2,13,45294
1980,2,2,14,55789.9
1980,2,2,15,28605.8
1980,2,2,16,56731.2
1981,2,2,1,159107000
1981,2,2,2,127934000
1981,2,2,3,43252600
1981,2,2,4,3071480
1981,2,2,5,6419000
1981,2,2,6,12361800
1981,2,2,7,5372910
1981,2,2,8,1491540
1981,2,2,9,465075
1981,2,2,10,557028
