age,year,area,f
2,1991,1,0.12839659
3,1991,1,1.2851877
4,1991,1,1.453661
5,1991,1,0.9357185
6,1991,1,0.6774304
7,1991,1,0.60657007
8,1991,1,0.6075032
9,1991,1,0.63452647
10,1991,1,0.6661326
11,1991,1,0.6926777
12,1991,1,0.7112598
13,1991,1,0.7223593
14,1991,1,0.7277014
15,1991,1,0.7291333
16,1991,1,0.7291333
1,1992,1,0.008432179
2,1992,1,0.10366543
3,1992,1,1.0524369
4,1992,1,1.1502196
5,1992,1,0.71708287
6,1992,1,0.51967355
7,1992,1,0.47642408
8,1992,1,0.48861836
9,1992,1,0.51916697
10,1992,1,0.55101739
11,1992,1,0.57675488
12,1992,1,0.5944571
13,1992,1,0.60493487
14,1992,1,0.60995202
15,1992,1,0.6112926
16,1992,1,0.6112926
1,1993,1,0.012587863
2,1993,1,0.13896751
3,1993,1,1.36341395
4,1993,1,1.6170416
5,1993,1,1.08433229
6,1993,1,0.78401175
7,1993,1,0.6812586
8,1993,1,0.66090949
9,1993,1,0.67385871
10,1993,1,0.69624578
11,1993,1,0.71693932
12,1993,1,0.73201285
13,1993,1,0.74119624
14,1993,1,0.74566352
15,1993,1,0.74686872
16,1993,1,0.74686872
1,1994,1,0.0092276377
2,1994,1,0.106304586
3,1994,1,1.05778806
4,1994,1,1.2134864
5,1994,1,0.7910189
6,1994,1,0.57250057
7,1994,1,0.50798014
8,1994,1,0.503967
9,1994,1,0.5226906
10,1994,1,0.54620935
11,1994,1,0.56638451
12,1994,1,0.58063889
13,1994,1,0.58919375
14,1994,1,0.59332274
15,1994,1,0.59443216
16,1994,1,0.59443216
1,1995,1,0.008414906
2,1995,1,0.09896227
3,1995,1,0.9912038
4,1995,1,1.1194106
5,1995,1,0.7195725
6,1995,1,0.5210102
7,1995,1,0.46704611
8,1995,1,0.46830712
9,1995,1,0.48955016
10,1995,1,0.5142103
11,1995,1,0.5348727
12,1995,1,0.5493217
13,1995,1,0.5579481
14,1995,1,0.5620992
15,1995,1,0.5632124
16,1995,1,0.5632124
1,1996,1,0.0094992174
2,1996,1,0.121627379
3,1996,1,1.2493291
4,1996,1,1.32644443
5,1996,1,0.8034861
6,1996,1,0.58263603
7,1996,1,0.54536493
8,1996,1,0.57067237
9,1996,1,0.61490174
10,1996,1,0.65836072
11,1996,1,0.69270375
12,1996,1,0.71607441
13,1996,1,0.72982755
14,1996,1,0.73638975
15,1996,1,0.73813519
16,1996,1,0.73813519
1,1997,1,0.008289691
2,1997,1,0.09921836
3,1997,1,0.9991946
4,1997,1,1.1137047
5,1997,1,0.7073362
6,1997,1,0.51231732
7,1997,1,0.46329946
8,1997,1,0.46872584
9,1997,1,0.49319903
10,1997,1,0.52022666
11,1997,1,0.54250969
12,1997,1,0.55797893
13,1997,1,0.56717948
14,1997,1,0.57159723
15,1997,1,0.57277983
16,1997,1,0.57277983
1,1998,1,0.009237971
2,1998,1,0.11263464
3,1998,1,1.1406748
4,1998,1,1.2541858
5,1998,1,0.7863845
6,1998,1,0.5696846
7,1998,1,0.51990247
8,1998,1,0.5308444
9,1998,1,0.5622721
10,1998,1,0.5956019
11,1998,1,0.6227013
12,1998,1,0.6413939
13,1998,1,0.6524736
14,1998,1,0.6577822
15,1998,1,0.6591992
16,1998,1,0.6591992
1,1999,1,0.013551756
2,1999,1,0.16067418
3,1999,1,1.6133774
4,1999,1,1.8109583
5,1999,1,1.1575527
6,1999,1,0.83795989
7,1999,1,0.75379475
8,1999,1,0.7586072
9,1999,1,0.79519761
10,1999,1,0.8367685
11,1999,1,0.8713664
12,1999,1,0.8954873
13,1999,1,0.9098631
14,1999,1,0.9167708
15,1999,1,0.9186158
16,1999,1,0.9186158
1,2000,1,0.010491901
2,2000,1,0.13581244
3,2000,1,1.3992868
4,2000,1,1.4744029
5,2000,1,0.8861472
6,2000,1,0.6427208
7,2000,1,0.60509
8,2000,1,0.6366123
9,2000,1,0.6884896
10,2000,1,0.7388232
11,2000,1,0.7784004
12,2000,1,0.8052671
13,2000,1,0.821057
14,2000,1,0.8285852
15,2000,1,0.8305864
16,2000,1,0.8305864
1,2001,1,0.0071666877
2,2001,1,0.08772207
3,2001,1,0.8894184
4,2001,1,0.9751534
5,2001,1,0.60979965
6,2001,1,0.44187571
7,2001,1,0.40417851
8,2001,1,0.41359545
9,2001,1,0.43875738
10,2001,1,0.46521018
11,2001,1,0.48665014
12,2001,1,0.50141732
13,2001,1,0.51016413
14,2001,1,0.51435413
15,2001,1,0.51547382
16,2001,1,0.51547382
1,2002,1,0.0062209102
2,2002,1,0.07933054
3,2002,1,0.8139444
4,2002,1,0.8666478
5,2002,1,0.52653431
6,2002,1,0.38190876
7,2002,1,0.35689612
8,2002,1,0.37285334
9,2002,1,0.4012867
10,2002,1,0.42932737
11,2002,1,0.45151614
12,2002,1,0.46662602
13,2002,1,0.47552205
14,2002,1,0.47976916
15,2002,1,0.48090181
16,2002,1,0.48090181
1,2003,1,0.011906924
2,2003,1,0.15064625
3,2003,1,1.5421875
4,2003,1,1.6511865
5,2003,1,1.0087346
6,2003,1,0.73127758
7,2003,1,0.68020442
8,2003,1,0.70752887
9,2003,1,0.7592429
10,2003,1,0.8108452
11,2003,1,0.8518685
12,2003,1,0.8798662
13,2003,1,0.8963677
14,2003,1,0.9042482
15,2003,1,0.9063456
16,2003,1,0.9063456
1,2004,1,0.009983196
2,2004,1,0.12381446
3,2004,1,1.260236
4,2004,1,1.3686293
5,2004,1,0.84799217
6,2004,1,0.61456873
7,2004,1,0.56585254
8,2004,1,0.58280677
9,2004,1,0.62111347
10,2004,1,0.66047793
11,2004,1,0.69212038
12,2004,1,0.71383011
13,2004,1,0.72666203
14,2004,1,0.73280079
15,2004,1,0.73443817
16,2004,1,0.73443817
1,2005,1,0.0060015499
2,2005,1,0.07981878
3,2005,1,0.8284689
4,2005,1,0.8569125
5,2005,1,0.50510094
6,2005,1,0.36677392
7,2005,1,0.35063219
8,2005,1,0.37409057
9,2005,1,0.40834882
10,2005,1,0.44065886
11,2005,1,0.46576898
12,2005,1,0.48271729
13,2005,1,0.49264856
14,2005,1,0.49737777
15,2005,1,0.49863754
16,2005,1,0.49863754
1,2006,1,0.0054592625
2,2006,1,0.069165628
3,2006,1,0.70834399
4,2006,1,0.75768113
5,2006,1,0.4624877
6,2006,1,0.33545342
7,2006,1,0.31247415
8,2006,1,0.32543679
9,2006,1,0.34950336
10,2006,1,0.37342477
11,2006,1,0.39241142
12,2006,1,0.40535951
13,2006,1,0.4129892
14,2006,1,0.41663411
15,2006,1,0.41760736
16,2006,1,0.41760736
1,2007,1,0.0131244761
2,2007,1,0.141213762
3,2007,1,1.37315063
4,2007,1,1.66266805
5,2007,1,1.13377947
6,2007,1,0.81934177
7,2007,1,0.70330474
8,2007,1,0.67309986
9,2007,1,0.67898848
10,2007,1,0.69646489
11,2007,1,0.71390817
12,2007,1,0.72697804
13,2007,1,0.73504748
14,2007,1,0.7390007
15,2007,1,0.74007146
16,2007,1,0.74007146
1,2008,1,0.0065763202
2,2008,1,0.0818544
3,2008,1,0.8340329
4,2008,1,0.9034529
5,2008,1,0.5584545
6,2008,1,0.40500753
7,2008,1,0.37393232
8,2008,1,0.38611562
9,2008,1,0.41219157
10,2008,1,0.43875316
11,2008,1,0.46003117
12,2008,1,0.47460661
13,2008,1,0.48321619
14,2008,1,0.48733618
15,2008,1,0.48843974
16,2008,1,0.48843974
1,2009,1,0.015533798
2,2009,1,0.17742751
3,2009,1,1.7606086
4,2009,1,2.0331119
5,2009,1,1.33292715
6,2009,1,0.96450814
7,2009,1,0.85217249
8,2009,1,0.84166029
9,2009,1,0.86999961
10,2009,1,0.90714296
11,2009,1,0.93938161
12,2009,1,0.96227383
13,2009,1,0.97604737
14,2009,1,0.98270366
15,2009,1,0.98449361
16,2009,1,0.98449361
1,2010,1,0.010251478
2,2010,1,0.12455328
3,2010,1,1.2600657
4,2010,1,1.389043
5,2010,1,0.8731986
6,2010,1,0.6328793
7,2010,1,0.57702185
8,2010,1,0.58852889
9,2010,1,0.62284047
10,2010,1,0.65936606
11,2010,1,0.6890988
12,2010,1,0.7096193
13,2010,1,0.7217886
14,2010,1,0.727625
15,2010,1,0.72919
16,2010,1,0.72919
1,2011,1,0.0079793461
2,2011,1,0.102180419
3,2011,1,1.04962365
4,2011,1,1.11432336
5,2011,1,0.67501623
6,2011,1,0.48970727
7,2011,1,0.45871996
8,2011,1,0.48029141
9,2011,1,0.51769288
10,2011,1,0.55437312
11,2011,1,0.58333472
12,2011,1,0.60303543
13,2011,1,0.61462798
14,2011,1,0.62016159
15,2011,1,0.62163803
16,2011,1,0.62163803
1,2012,1,0.0123812783
2,2012,1,0.13915405
3,2012,1,1.3734977
4,2012,1,1.6061419
5,2012,1,1.06438809
6,2012,1,0.76990425
7,2012,1,0.67484787
8,2012,1,0.66089907
9,2012,1,0.67877156
10,2012,1,0.70474584
11,2012,1,0.72788469
12,2012,1,0.74449391
13,2012,1,0.75454076
14,2012,1,0.75940998
15,2012,1,0.76072111
16,2012,1,0.76072111
1,2013,1,0.0104566483
2,2013,1,0.129491773
3,2013,1,1.31744542
4,2013,1,1.43230902
5,2013,1,0.88840084
6,2013,1,0.64388282
7,2013,1,0.59244985
8,2013,1,0.60979567
9,2013,1,0.64956586
10,2013,1,0.69052137
11,2013,1,0.72346783
12,2013,1,0.74608038
13,2013,1,0.75944923
14,2013,1,0.76584602
15,2013,1,0.76755329
16,2013,1,0.76755329
1,2014,1,0.0086070269
2,2014,1,0.105318779
3,2014,1,1.06773807
4,2014,1,1.17094058
5,2014,1,0.73244652
6,2014,1,0.53088628
7,2014,1,0.48571091
8,2014,1,0.49711327
9,2014,1,0.52740028
10,2014,1,0.55921153
11,2014,1,0.58498395
12,2014,1,0.60273206
13,2014,1,0.61324445
14,2014,1,0.61828188
15,2014,1,0.61963081
16,2014,1,0.61963081
1,2015,1,0.006166012
2,2015,1,0.080785442
3,2015,1,0.8351226
4,2015,1,0.87268073
5,2015,1,0.5200975
6,2015,1,0.37771639
7,2015,1,0.35842564
8,2015,1,0.37978559
9,2015,1,0.41264668
10,2015,1,0.44402774
11,2015,1,0.46853925
12,2015,1,0.48512511
13,2015,1,0.49485869
14,2015,1,0.49949983
15,2015,1,0.50074069
16,2015,1,0.50074069
1,2016,1,0.0041174581
2,2016,1,0.05425384
3,2016,1,0.56172751
4,2016,1,0.58471823
5,2016,1,0.34711033
6,2016,1,0.25229714
7,2016,1,0.24038268
8,2016,1,0.25561471
9,2016,1,0.27836576
10,2016,1,0.2999302
11,2016,1,0.31671985
12,2016,1,0.32806282
13,2016,1,0.33471513
14,2016,1,0.3378879
15,2016,1,0.33873937
16,2016,1,0.33873937
1,2017,1,0.0084408101
2,2017,1,0.09793176
3,2017,1,0.9766988
4,2017,1,1.1144158
5,2017,1,0.72303854
6,2017,1,0.52355083
7,2017,1,0.46642313
8,2017,1,0.46465346
9,2017,1,0.48337833
10,2017,1,0.50611012
11,2017,1,0.52541597
12,2017,1,0.53899737
13,2017,1,0.5471319
14,2017,1,0.55105541
15,2017,1,0.55211238
16,2017,1,0.55211238
1,2018,1,0.0050604
2,2018,1,0.064905132
3,2018,1,0.6670302
4,2018,1,0.70736781
5,2018,1,0.42808162
6,2018,1,0.31077102
7,2018,1,0.2916187
8,2018,1,0.30579433
9,2018,1,0.32991905
10,2018,1,0.35347877
11,2018,1,0.37204704
12,2018,1,0.3846669
13,2018,1,0.39209101
14,2018,1,0.39563644
15,2018,1,0.39658621
16,2018,1,0.39658621
1,2019,1,0.0049986627
2,2019,1,0.064832446
3,2019,1,0.66834734
4,2019,1,0.70328067
5,2019,1,0.42217057
6,2019,1,0.30643066
7,2019,1,0.28908389
8,2019,1,0.30467965
9,2019,1,0.32986891
10,2019,1,0.35419809
11,2019,1,0.37329021
12,2019,1,0.38623864
13,2019,1,0.39384621
14,2019,1,0.39747505
15,2019,1,0.39844403
16,2019,1,0.39844403
1,2020,1,0.0060994814
2,2020,1,0.081037722
3,2020,1,0.84089107
4,2020,1,0.87037067
5,2020,1,0.51343482
6,2020,1,0.37285853
7,2020,1,0.35630554
8,2020,1,0.37999533
9,2020,1,0.41468139
10,2020,1,0.44741441
11,2020,1,0.472859
12,2020,1,0.49003506
13,2020,1,0.50010066
14,2020,1,0.50489458
15,2020,1,0.50617235
16,2020,1,0.50617235
1,2021,1,0.0040749511
2,2021,1,0.056254446
3,2021,1,0.58960575
4,2021,1,0.59488512
5,2021,1,0.34118657
6,2021,1,0.24807255
7,2021,1,0.24219996
8,2021,1,0.26325989
9,2021,1,0.29086139
10,2021,1,0.31613761
11,2021,1,0.3355354
12,2021,1,0.34854575
13,2021,1,0.35614397
14,2021,1,0.35975623
15,2021,1,0.3607188
16,2021,1,0.3607188
1,1972,2,0.002809959222
2,1972,2,0.03374276446
3,1972,2,0.3401481658
4,1972,2,0.3782019215
5,1972,2,0.2396202086
6,1972,2,0.1734557875
7,1972,2,0.1569667432
8,1972,2,0.1589389036
9,1972,2,0.167355206
10,1972,2,0.1766180099
11,1972,2,0.1842473728
12,1972,2,0.1895413491
13,1972,2,0.1926884387
14,1972,2,0.1941978671
15,1972,2,0.1945996632
16,1972,2,0.1945996632
1,1973,2,0.0027797004543
2,1973,2,0.034807233916
3,1973,2,0.35526774163
4,1973,2,0.38317375015
5,1973,2,0.23577311466
6,1973,2,0.1708000587
7,1973,2,0.15789983805
8,1973,2,0.16329610023
9,1973,2,0.17454243352
10,1973,2,0.1859583415
11,1973,2,0.1950944252
12,1973,2,0.2013492778
13,1973,2,0.2050414331
14,1973,2,0.2068052157
15,1973,2,0.207273313
16,1973,2,0.207273313
1,1974,2,0.001283289069
2,1974,2,0.01751701203
3,1974,2,0.1830606649
4,1974,2,0.1860720935
5,1974,2,0.1075786461
6,1974,2,0.0780985678
7,1974,2,0.0756452637
8,1974,2,0.0816722128
9,1974,2,0.0898589464
10,1974,2,0.0974366581
11,1974,2,0.1032802503
12,1974,2,0.1072090803
13,1974,2,0.1095058723
14,1974,2,0.1105973299
15,1974,2,0.1108864148
16,1974,2,0.1108864148
1,1975,2,0.00166718180012011
2,1975,2,0.0227807400016472
3,1975,2,0.2381320280025
4,1975,2,0.2418828439333
5,1975,2,0.139733889662
6,1975,2,0.10143125198
7,1975,2,0.09828367239
8,1975,2,0.10615420275
9,1975,2,0.11682539502
10,1975,2,0.12669826407
11,1975,2,0.13431048821
12,1975,2,0.13942797411
13,1975,2,0.14241940327
14,1975,2,0.14384074859
15,1975,2,0.14421690443
16,1975,2,0.14421690443
1,1976,2,0.001612801280137
2,1976,2,0.0219114720016641
3,1976,2,0.2287051866826
4,1976,2,0.233195239219
5,1976,2,0.135294099162
6,1976,2,0.09821084537
7,1976,2,0.09488216943
8,1976,2,0.10220873856
9,1976,2,0.11228731391
10,1976,2,0.12164847547
11,1976,2,0.12887803633
12,1976,2,0.13374227523
13,1976,2,0.13658708373
14,1976,2,0.13793931772
15,1976,2,0.13829755582
16,1976,2,0.13829755582
1,1977,2,0.0016927366714
2,1977,2,0.02237037548
3,1977,2,0.2317912036
4,1977,2,0.2407804466
5,1977,2,0.14255464095
6,1977,2,0.10342025968
7,1977,2,0.09842428285
8,1977,2,0.1045967893
9,1977,2,0.1138890012
10,1977,2,0.1227224944
11,1977,2,0.1296111543
12,1977,2,0.1342685509
13,1977,2,0.1369995884
14,1977,2,0.1382997331
15,1977,2,0.1386445907
16,1977,2,0.1386445907
1,1978,2,0.0016945786613
2,1978,2,0.023147021578
3,1978,2,0.24194037422
4,1978,2,0.24580950314
5,1978,2,0.14204869195
6,1978,2,0.10313685831
7,1978,2,0.0999512981
8,1978,2,0.10796382256
9,1978,2,0.1188191897
10,1978,2,0.1288591412
11,1978,2,0.1365987437
12,1978,2,0.1418014004
13,1978,2,0.1448426541
14,1978,2,0.1462879858
15,1978,2,0.146671027
16,1978,2,0.146671027
1,1979,2,0.00377735600014291
2,1979,2,0.05104485700167
3,1979,2,0.5320415986444
4,1979,2,0.544422869892
5,1979,2,0.317081817183
6,1979,2,0.23006614408
7,1979,2,0.22151343434
8,1979,2,0.23791252534
9,1979,2,0.26087888806
10,1979,2,0.28231700936
11,1979,2,0.29890959409
12,1979,2,0.31008569796
13,1979,2,0.31662528194
14,1979,2,0.31973373403
15,1979,2,0.320555819
16,1979,2,0.320555819
1,1980,2,0.00387192180017198
2,1980,2,0.048267825001699
3,1980,2,0.4920196845093
4,1980,2,0.532365654097
5,1980,2,0.328612290851
6,1980,2,0.23804807275
7,1980,2,0.21957870335
8,1980,2,0.22658943592
9,1980,2,0.24182488444
10,1980,2,0.2573938932
11,1980,2,0.2698847462
12,1980,2,0.2784466681
13,1980,2,0.2835038718
14,1980,2,0.2859206825
15,1980,2,0.2865625033
16,1980,2,0.2865625033
1,1981,2,0.00201002240016162
2,1981,2,0.0274131020016887
3,1981,2,0.2864151733497
4,1981,2,0.291295362394
5,1981,2,0.168526138723
6,1981,2,0.12235134495
7,1981,2,0.11846314291
8,1981,2,0.12785675853
9,1981,2,0.14063964451
10,1981,2,0.15247709377
11,1981,2,0.16160729367
12,1981,2,0.1677464004
13,1981,2,0.171335582
14,1981,2,0.1730413129
15,1981,2,0.1734933032
16,1981,2,0.1734933032
1,1982,2,0.00306139180017463
2,1982,2,0.0406894050017017
3,1982,2,0.4222497479111
4,1982,2,0.436926818444
5,1982,2,0.257601727036
6,1982,2,0.18688404475
7,1982,2,0.1783745019
8,1982,2,0.19006986465
9,1982,2,0.20732785389
10,1982,2,0.2236544863
11,1982,2,0.2363612031
12,1982,2,0.2449437847
13,1982,2,0.2499736434
14,1982,2,0.2523670251
15,1982,2,0.2530012766
16,1982,2,0.2530012766
1,1983,2,0.00275956710017985
2,1983,2,0.0362072300017069
3,1983,2,0.3744295037943
4,1983,2,0.390868475001
5,1983,2,0.232619650903
6,1983,2,0.16871136311
7,1983,2,0.15990952869
8,1983,2,0.16930960783
9,1983,2,0.18389826956
10,1983,2,0.197868946
11,1983,2,0.2087969422
12,1983,2,0.2161964381
13,1983,2,0.2205387437
14,1983,2,0.2226065559
15,1983,2,0.2231548179
16,1983,2,0.2231548179
1,1984,2,0.00476605490015081
2,1984,2,0.0624552270016779
3,1984,2,0.6456424882452
4,1984,2,0.674562721529
5,1984,2,0.401784650152
6,1984,2,0.29129608323
7,1984,2,0.27578312693
8,1984,2,0.29170812274
9,1984,2,0.31664877516
10,1984,2,0.34058803865
11,1984,2,0.35933222943
12,1984,2,0.37203034904
13,1984,2,0.379483236
14,1984,2,0.38303172011
15,1984,2,0.38397057652
16,1984,2,0.38397057652
1,1985,2,0.00155678060014342
2,1985,2,0.0190549640016705
3,1985,2,0.1931967231207
4,1985,2,0.211821790288
5,1985,2,0.132452908535
6,1985,2,0.09595349479
7,1985,2,0.0877320009
8,1985,2,0.08974568662
9,1985,2,0.09518625129
10,1985,2,0.1009148864
11,1985,2,0.10556087203
12,1985,2,0.10876179072
13,1985,2,0.11065783903
14,1985,2,0.11156585897
15,1985,2,0.11180800789
16,1985,2,0.11180800789
1,1986,2,0.00232829480015485
2,1986,2,0.0289912180016819
3,1986,2,0.2954240437335
4,1986,2,0.319914913945
5,1986,2,0.197638387991
6,1986,2,0.14317808198
7,1986,2,0.13200567581
8,1986,2,0.13615401697
9,1986,2,0.14525761836
10,1986,2,0.15457419775
11,1986,2,0.16205272284
12,1986,2,0.16718018913
13,1986,2,0.17020926979
14,1986,2,0.17165710612
15,1986,2,0.17204188387
16,1986,2,0.17204188387
1,1987,2,0.00252807770012381
2,1987,2,0.0286050910016509
3,1987,2,0.2829678905583
4,1987,2,0.329156479539
5,1987,2,0.217123764411
6,1987,2,0.15698089102
7,1987,2,0.13791812105
8,1987,2,0.13542386929
9,1987,2,0.1393796893
10,1987,2,0.14492633445
11,1987,2,0.1498262431
12,1987,2,0.15333118543
