age,year,area,f
13,1987,2,0.15544701089
14,1987,2,0.15647024829
15,1987,2,0.15674376487
16,1987,2,0.15674376487
1,1988,2,0.00338628950012148
2,1988,2,0.0366891700016485
3,1988,2,0.3576297100743
4,1988,2,0.430589781968
5,1988,2,0.292262745181
6,1988,2,0.21113435931
7,1988,2,0.18168096592
8,1988,2,0.17438258905
9,1988,2,0.17632862629
10,1988,2,0.18117401843
11,1988,2,0.18591597989
12,1988,2,0.18944419869
13,1988,2,0.19161480853
14,1988,2,0.19267494002
15,1988,2,0.19295982851
16,1988,2,0.19295982851
1,1989,2,0.00314842230012406
2,1989,2,0.0383443750016511
3,1989,2,0.3881858327536
4,1989,2,0.427157644637
5,1989,2,0.267996244692
6,1989,2,0.19402277218
7,1989,2,0.17680287099
8,1989,2,0.18028139648
9,1989,2,0.19078862158
10,1989,2,0.20199970802
11,1989,2,0.21113623674
12,1989,2,0.21744503123
13,1989,2,0.22118572373
14,1989,2,0.22297688498
15,1989,2,0.22345271349
16,1989,2,0.22345271349
1,1990,2,0.00224264350014213
2,1990,2,0.0277269380016692
3,1990,2,0.2819548817956
4,1990,2,0.306894043987
5,1990,2,0.190545843915
6,1990,2,0.13802782327
7,1990,2,0.12680136016
8,1990,2,0.13032709258
9,1990,2,0.13869699462
10,1990,2,0.14736274829
11,1990,2,0.15434860042
12,1990,2,0.15914798634
13,1990,2,0.16198625838
14,1990,2,0.16334392846
15,1990,2,0.16370500738
16,1990,2,0.16370500738
1,1991,2,0.00341355590015258
2,1991,2,0.0403497890016796
3,1991,2,0.4047794837735
4,1991,2,0.455378837591
5,1991,2,0.291652383602
6,1991,2,0.21104348587
7,1991,2,0.18945622531
8,1991,2,0.19028114602
9,1991,2,0.19917510741
10,1991,2,0.20940299226
11,1991,2,0.21794942495
12,1991,2,0.22391842061
13,1991,2,0.22747859733
14,1991,2,0.22918915866
15,1991,2,0.22964473879
16,1991,2,0.22964473879
1,1992,2,0.0022522742001364
2,1992,2,0.0276840560016635
3,1992,2,0.2810345013812
4,1992,2,0.307183956907
5,1992,2,0.191499248188
6,1992,2,0.13868433866
7,1992,2,0.12699817579
8,1992,2,0.13012437369
9,1992,2,0.13818006015
10,1992,2,0.14661442513
11,1992,2,0.15344170655
12,1992,2,0.15814112307
13,1992,2,0.16092306359
14,1992,2,0.16225418528
15,1992,2,0.1626080397
16,1992,2,0.1626080397
1,1993,2,0.0044376819948
2,1993,2,0.05198851063
3,1993,2,0.5200763139
4,1993,2,0.589038268
5,1993,2,0.3795492701
6,1993,2,0.27456292464
7,1993,2,0.2453307862
8,1993,2,0.2452251089
9,1993,2,0.2557918444
10,1993,2,0.2683234885
11,1993,2,0.2788963942
12,1993,2,0.2863123503
13,1993,2,0.2907449772
14,1993,2,0.2928767945
15,1993,2,0.2934443235
16,1993,2,0.2934443235
1,1994,2,0.00389967980013534
2,1994,2,0.0430116450016624
3,1994,2,0.4218484420141
4,1994,2,0.500686575154
5,1994,2,0.335902471655
6,1994,2,0.24273812769
7,1994,2,0.21064810403
8,1994,2,0.20408984768
9,1994,2,0.20789547173
10,1994,2,0.21468163318
11,1994,2,0.22099265899
12,1994,2,0.2256003236
13,1994,2,0.2284097341
14,1994,2,0.22977546938
15,1994,2,0.23014160552
16,1994,2,0.23014160552
1,1995,2,0.00308495270014222
2,1995,2,0.0362851660016693
3,1995,2,0.3634405826139
4,1995,2,0.410398925887
5,1995,2,0.263734571473
6,1995,2,0.19082041606
7,1995,2,0.17087379486
8,1995,2,0.17117778862
9,1995,2,0.17884167747
10,1995,2,0.1877969228
11,1995,2,0.19531767241
12,1995,2,0.20058221287
13,1995,2,0.20372569752
14,1995,2,0.20523704904
15,1995,2,0.20563963868
16,1995,2,0.20563963868
1,1996,2,0.00158997610012769
2,1996,2,0.0172513600016547
3,1996,2,0.1682438847235
4,1996,2,0.202335648882
5,1996,2,0.137220024028
6,1996,2,0.0991652559
7,1996,2,0.08543696565
8,1996,2,0.08211070673
9,1996,2,0.08310718154
10,1996,2,0.08544360473
11,1996,2,0.0877118946
12,1996,2,0.08939481628
13,1996,2,0.0904289992
14,1996,2,0.0909342215
15,1996,2,0.09107058424
16,1996,2,0.09107058424
1,1997,2,0.00520193980013676
2,1997,2,0.0534257100016638
3,1997,2,0.5107676744983
4,1997,2,0.642864734146
5,1997,2,0.451556826984
6,1997,2,0.32591509551
7,1997,2,0.2736136961
8,1997,2,0.25527754527
9,1997,2,0.25222973576
10,1997,2,0.25501897518
11,1997,2,0.25902243508
12,1997,2,0.26234091887
13,1997,2,0.26447985938
14,1997,2,0.26554942654
15,1997,2,0.2658404837
16,1997,2,0.2658404837
1,1998,2,0.00626910230013518
2,1998,2,0.0617847300016622
3,1998,2,0.5813319606754
4,1998,2,0.758266002045
5,1998,2,0.546483219289
6,1998,2,0.39416017039
7,1998,2,0.32486605089
8,1998,2,0.29644424964
9,1998,2,0.28741316618
10,1998,2,0.28664450855
11,1998,2,0.28855820213
12,1998,2,0.29069282932
13,1998,2,0.29220999553
14,1998,2,0.29300290846
15,1998,2,0.29322351342
16,1998,2,0.29322351342
1,1999,2,0.00399921810013328
2,1999,2,0.0476263900016603
3,1999,2,0.4788803039229
4,1999,2,0.53574628314
5,1999,2,0.34136596453
6,1999,2,0.24702297365
7,1999,2,0.22254465563
8,1999,2,0.22433315756
9,1999,2,0.23545173999
10,1999,2,0.24797523354
11,1999,2,0.25837053403
12,1999,2,0.26560916837
13,1999,2,0.26991972092
14,1999,2,0.27198865448
15,1999,2,0.27253887465
16,1999,2,0.27253887465
1,2000,2,0.00398573910014018
2,2000,2,0.0468387170016672
3,2000,2,0.4690163346681
4,2000,2,0.529968004211
5,2000,2,0.340772005691
6,2000,2,0.24653696607
7,2000,2,0.22064334441
8,2000,2,0.22091290024
9,2000,2,0.23071156046
10,2000,2,0.24220355996
11,2000,2,0.25186619558
12,2000,2,0.25863330658
13,2000,2,0.26267510374
14,2000,2,0.26461832379
15,2000,2,0.26513563759
16,2000,2,0.26513563759
1,2001,2,0.003294603865
2,2001,2,0.0345604409
3,2001,2,0.333011477
4,2001,2,0.411739395
5,2001,2,0.2853562855
6,2001,2,0.2060425114
7,2001,2,0.174672267
8,2001,2,0.1648301789
9,2001,2,0.1643996844
10,2001,2,0.167321588
11,2001,2,0.170671138
12,2001,2,0.1732940176
13,2001,2,0.1749452119
14,2001,2,0.1757614156
15,2001,2,0.1759823838
16,2001,2,0.1759823838
1,2002,2,0.00325451360012616
2,2002,2,0.0327535090016532
3,2002,2,0.3107216012386
4,2002,2,0.397946297566
5,2002,2,0.283109825455
6,2002,2,0.20428800719
7,2002,2,0.16997530091
8,2002,2,0.15689615838
9,2002,2,0.15362599318
10,2002,2,0.15431854314
11,2002,2,0.15608056078
12,2002,2,0.15768072772
13,2002,2,0.15874817944
14,2002,2,0.1592910131
15,2002,2,0.15944034793
16,2002,2,0.15944034793
1,2003,2,0.00430251720013364
2,2003,2,0.0442004680016607
3,2003,2,0.422615277059
4,2003,2,0.531790330423
5,2003,2,0.3734748535
6,2003,2,0.26956831102
7,2003,2,0.22634957696
8,2003,2,0.21122342067
9,2003,2,0.20873565751
10,2003,2,0.21106734577
11,2003,2,0.21439586492
12,2003,2,0.21715135664
13,2003,2,0.21892673923
14,2003,2,0.21981428829
15,2003,2,0.22005606123
16,2003,2,0.22005606123
1,2004,2,0.00421903300013461
2,2004,2,0.0427725810016617
3,2004,2,0.4069139156546
4,2004,2,0.517860070385
5,2004,2,0.366736130906
6,2004,2,0.2646583995
7,2004,2,0.22092158258
8,2004,2,0.20471850841
9,2004,2,0.20111698982
10,2004,2,0.20250679962
11,2004,2,0.20513810232
12,2004,2,0.20743471568
13,2004,2,0.20894508581
14,2004,2,0.20970782993
15,2004,2,0.20991683046
16,2004,2,0.20991683046
1,2005,2,0.00488254820014808
2,2005,2,0.0527821500016751
3,2005,2,0.5140930241397
4,2005,2,0.620098065548
5,2005,2,0.421502627467
6,2005,2,0.30447968163
7,2005,2,0.26171803994
8,2005,2,0.25089834722
9,2005,2,0.25345340447
10,2005,2,0.26024712433
11,2005,2,0.26694876482
12,2005,2,0.27194928083
13,2005,2,0.27502959056
14,2005,2,0.27653504241
15,2005,2,0.27693948755
16,2005,2,0.27693948755
1,2006,2,0.00486285707286
2,2006,2,0.050013812224
3,2006,2,0.47840223718
4,2006,2,0.60140679696
5,2006,2,0.42205718116
6,2006,2,0.30462363554
7,2006,2,0.25589238009
8,2006,2,0.23891435459
9,2006,2,0.236203644
10,2006,2,0.2389183259
11,2006,2,0.24273682621
12,2006,2,0.24588762615
13,2006,2,0.24791493034
14,2006,2,0.24892763214
15,2006,2,0.24920297304
16,2006,2,0.24920297304
1,2007,2,0.00577372530013107
2,2007,2,0.0553939980016581
3,2007,2,0.5155511844452
4,2007,2,0.688793327906
5,2007,2,0.504641564596
6,2007,2,0.36385412098
7,2007,2,0.29643870148
8,2007,2,0.26662960554
9,2007,2,0.25523190787
10,2007,2,0.25214757376
11,2007,2,0.25223390625
12,2007,2,0.25312584264
13,2007,2,0.25391223279
14,2007,2,0.2543570722
15,2007,2,0.25448596517
16,2007,2,0.25448596517
1,2008,2,0.00722612980015441
2,2008,2,0.0732837250016815
3,2008,2,0.6972699299093
4,2008,2,0.887118995064
5,2008,2,0.628090972664
6,2008,2,0.45324167543
7,2008,2,0.37835622688
8,2008,2,0.35063071832
9,2008,2,0.34448642116
10,2008,2,0.34688761604
11,2008,2,0.35141021618
12,2008,2,0.35535447128
13,2008,2,0.35794723969
14,2008,2,0.35925599931
15,2008,2,0.35961414368
16,2008,2,0.35961414368
1,2009,2,0.0035954293525
2,2009,2,0.03646154652
3,2009,2,0.3469170135
4,2009,2,0.4413920939
5,2009,2,0.31254121275
6,2009,2,0.22559797479
7,2009,2,0.18841395824
8,2009,2,0.1746925391
9,2009,2,0.1716932695
10,2009,2,0.172927964
11,2009,2,0.1752036998
12,2009,2,0.1771815406
13,2009,2,0.17848054
14,2009,2,0.1791366622
15,2009,2,0.1793173957
16,2009,2,0.1793173957
1,2010,2,0.00418991530017826
2,2010,2,0.0439900420017053
3,2010,2,0.4240057598331
4,2010,2,0.523871872578
5,2010,2,0.36287932193
6,2010,2,0.26204642414
7,2010,2,0.22227276593
8,2010,2,0.20987774104
9,2010,2,0.20943150599
10,2010,2,0.2132236434
11,2010,2,0.217536192
12,2010,2,0.2209052605
13,2010,2,0.2230242115
14,2010,2,0.2240714891
15,2010,2,0.2243553988
16,2010,2,0.2243553988
1,2011,2,0.00223394230014839
2,2011,2,0.0256757830016754
3,2011,2,0.2552928969324
4,2011,2,0.293389462033
5,2011,2,0.191521203266
6,2011,2,0.13853585944
7,2011,2,0.12268167252
8,2011,2,0.12147681261
9,2011,2,0.12581721724
10,2011,2,0.1313679269
11,2011,2,0.13615444291
12,2011,2,0.1395437544
13,2011,2,0.14157967309
14,2011,2,0.14256190983
15,2011,2,0.14282456743
16,2011,2,0.14282456743
1,2012,2,0.00222740510013609
2,2012,2,0.0245359920016631
3,2012,2,0.2405405656048
4,2012,2,0.28578643046
5,2012,2,0.19190308254
6,2012,2,0.13871108231
7,2012,2,0.12035305611
8,2012,2,0.11657624561
9,2012,2,0.11872107804
10,2012,2,0.12257218444
11,2012,2,0.12615768649
12,2012,2,0.12877668662
13,2012,2,0.13037415824
14,2012,2,0.13115136107
15,2012,2,0.13136034603
16,2012,2,0.13136034603
1,2013,2,0.00300226130014407
2,2013,2,0.0336301570016711
3,2013,2,0.3315672888833
4,2013,2,0.38874098367
5,2013,2,0.258156111769
6,2013,2,0.18662877935
7,2013,2,0.16319253373
8,2013,2,0.15942407171
9,2013,2,0.16343729475
10,2013,2,0.16949545201
11,2013,2,0.1749408703
12,2013,2,0.17886381092
13,2013,2,0.1812402977
14,2013,2,0.18239194774
15,2013,2,0.18270040175
16,2013,2,0.18270040175
1,2014,2,0.00462319373014326
2,2014,2,0.0432580190016703
3,2014,2,0.3983801717626
4,2014,2,0.544587977134
5,2014,2,0.405068402989
6,2014,2,0.29199400395
7,2014,2,0.23542795769
8,2014,2,0.208947281
9,2014,2,0.19760465478
10,2014,2,0.19342326353
11,2014,2,0.19228397675
12,2014,2,0.1922234519
13,2014,2,0.19241267987
14,2014,2,0.19256328242
15,2014,2,0.19261342414
16,2014,2,0.19261342414
1,2015,2,0.00340218910017782
2,2015,2,0.0346242340017049
3,2015,2,0.3298809559451
4,2015,2,0.418443633549
5,2015,2,0.295633605012
6,2015,2,0.21340168981
7,2015,2,0.17850473551
8,2015,2,0.16581247424
9,2015,2,0.16322184533
10,2015,2,0.1645812473
11,2015,2,0.1668696094
12,2015,2,0.1688276453
13,2015,2,0.1701059678
14,2015,2,0.1707497687
15,2015,2,0.1709266709
16,2015,2,0.1709266709
1,2016,2,0.00273401170015231
2,2016,2,0.0313668840016794
3,2016,2,0.3116982113989
4,2016,2,0.358707642076
5,2016,2,0.234443991665
6,2016,2,0.16958011171
7,2016,2,0.15004378257
8,2016,2,0.14843466636
9,2016,2,0.15363246697
10,2016,2,0.16033759798
11,2016,2,0.16613335896
12,2016,2,0.17024150147
13,2016,2,0.17271039057
14,2016,2,0.17390195775
15,2016,2,0.17422072577
16,2016,2,0.17422072577
1,2017,2,0.00229840047016074
2,2017,2,0.0247696006016878
3,2017,2,0.2409933506223
4,2017,2,0.291422349448
5,2017,2,0.198509802338
6,2017,2,0.14344558066
7,2017,2,0.12320237772
8,2017,2,0.11799177286
9,2017,2,0.11909095811
10,2017,2,0.12220492521
11,2017,2,0.12529794549
12,2017,2,0.1276115264
13,2017,2,0.1290387473
14,2017,2,0.1297374346
15,2017,2,0.1299263361
16,2017,2,0.1299263361
1,2018,2,0.00148502885015159
2,2018,2,0.0182975230016786
3,2018,2,0.1858815400498
4,2018,2,0.202824387331
5,2018,2,0.126241624012
6,2018,2,0.09146615982
7,2018,2,0.08391391869
8,2018,2,0.08612795693
9,2018,2,0.09156618812
10,2018,2,0.09722231462
11,2018,2,0.10178917658
12,2018,2,0.1049290379
13,2018,2,0.10678688566
14,2018,2,0.10767607671
15,2018,2,0.10791308513
16,2018,2,0.10791308513
1,2019,2,0.00157292190013295
2,2019,2,0.01975561600166
3,2019,2,0.2018168110319
4,2019,2,0.217202576426
5,2019,2,0.133370727823
6,2019,2,0.0966431551
7,2019,2,0.08951183968
8,2019,2,0.09273452523
9,2019,2,0.09924024327
10,2019,2,0.10580794161
11,2019,2,0.11105285868
12,2019,2,0.114640152
13,2019,2,0.11675668528
14,2019,2,0.11776772377
15,2019,2,0.11803637139
16,2019,2,0.11803637139
1,2020,2,0.00233597970012496
2,2020,2,0.026396416001652
3,2020,2,0.2610055606459
4,2020,2,0.303925092966
5,2020,2,0.2006649576
6,2020,2,0.14509722207
7,2020,2,0.12742332219
8,2020,2,0.12505750345
9,2020,2,0.12865957068
10,2020,2,0.13374228963
11,2020,2,0.13823912047
12,2020,2,0.1414576687
13,2020,2,0.14340137648
14,2020,2,0.14434185157
15,2020,2,0.14459364705
16,2020,2,0.14459364705
1,2021,2,0.000990529707086139
2,2021,2,0.0130922523200861
3,2021,2,0.1356625922864
4,2021,2,0.140911994167
5,2021,2,0.083431150191
6,2021,2,0.0605617812
7,2021,2,0.05768603494
8,2021,2,0.0613446117
9,2021,2,0.06681910686
10,2021,2,0.07201415467
11,2021,2,0.07606200194
12,2021,2,0.07879764958
13,2021,2,0.0804016865
14,2021,2,0.0811656846
15,2021,2,0.0813689952
16,2021,2,0.0813689952
1,1972,3,0.0034726728
2,1972,3,0.048388182
3,1972,3,0.50834215
4,1972,3,0.50976456
5,1972,3,0.29022128
6,1972,3,0.21073708
7,1972,3,0.20639673
8,1972,3,0.22502957
9,1972,3,0.24915643
10,1972,3,0.27118751
11,1972,3,0.28807832
12,1972,3,0.2994011
13,1972,3,0.30600939
14,1972,3,0.30914607
15,1972,3,0.30997511
16,1972,3,0.30997511
1,1973,3,0.0020758394
2,1973,3,0.028892293
3,1973,3,0.30344314
4,1973,3,0.30451592
5,1973,3,0.17352201
6,1973,3,0.12601717
7,1973,3,0.12337227
8,1973,3,0.13445844
9,1973,3,0.14883506
10,1973,3,0.16196769
11,1973,3,0.17203757
12,1973,3,0.17878842
13,1973,3,0.18272867
14,1973,3,0.18459929
15,1973,3,0.1850942
16,1973,3,0.1850942
1,1974,3,0.0025689573
2,1974,3,0.035794255
3,1974,3,0.37603227
4,1974,3,0.37709505
5,1974,3,0.21469509
6,1974,3,0.15589208
7,1974,3,0.15267324
8,1974,3,0.16644921
9,1974,3,0.1842909
10,1974,3,0.20058394
11,1974,3,0.21307594
12,1974,3,0.22145014
13,1974,3,0.22633753
14,1974,3,0.22865734
15,1974,3,0.22927048
16,1974,3,0.22927048
1,1975,3,0.0025699597
2,1975,3,0.035794587
3,1975,3,0.37599968
4,1975,3,0.37715576
5,1975,3,0.21479074
6,1975,3,0.15595976
7,1975,3,0.15270642
8,1975,3,0.16645422
9,1975,3,0.1842745
10,1975,3,0.20055203
11,1975,3,0.21303351
12,1975,3,0.22140113
13,1975,3,0.2262848
14,1975,3,0.2286029
15,1975,3,0.22921558
16,1975,3,0.22921558
1,1976,3,0.0032318032
2,1976,3,0.045031918
3,1976,3,0.47308243
4,1976,3,0.47440559
5,1976,3,0.27008727
6,1976,3,0.19610828
7,1976,3,0.19205764
8,1976,3,0.20938702
9,1976,3,0.23183173
10,1976,3,0.25232866
11,1976,3,0.26804402
12,1976,3,0.27857908
13,1976,3,0.28472766
14,1976,3,0.287646
15,1976,3,0.28841723
16,1976,3,0.28841723
1,1977,3,0.0036118921
2,1977,3,0.05024855
3,1977,3,0.5276748
4,1977,3,0.5296958
5,1977,3,0.30192032
6,1977,3,0.21920986
7,1977,3,0.21448674
8,1977,3,0.23365639
9,1977,3,0.25857342
10,1977,3,0.28135224
11,1977,3,0.2988253
12,1977,3,0.31054144
13,1977,3,0.31738011
14,1977,3,0.32062622
15,1977,3,0.32148403
16,1977,3,0.32148403
1,1978,3,0.0026196688
2,1978,3,0.036502434
3,1978,3,0.38347705
4,1978,3,0.38455101
5,1978,3,0.21893985
6,1978,3,0.15899286
7,1978,3,0.15573769
8,1978,3,0.16981223
9,1978,3,0.18802736
10,1978,3,0.20465699
11,1978,3,0.21740537
12,1978,3,0.22595084
13,1978,3,0.23093816
14,1978,3,0.2333056
15,1978,3,0.23393168
16,1978,3,0.23393168
1,1979,3,0.0045168632
2,1979,3,0.062937919
3,1979,3,0.66119259
4,1979,3,0.66304035
5,1979,3,0.37747084
6,1979,3,0.27405361
7,1979,3,0.2683606
8,1979,3,0.29254981
9,1979,3,0.32389483
10,1979,3,0.352525
11,1979,3,0.37447839
12,1979,3,0.38919604
13,1979,3,0.39778561
14,1979,3,0.40186228
15,1979,3,0.40293909
16,1979,3,0.40293909
1,1980,3,0.0042911565
2,1980,3,0.059657267
3,1980,3,0.62636966
4,1980,3,0.62905178
5,1980,3,0.35873992
6,1980,3,0.26046652
7,1980,3,0.25476502
8,1980,3,0.2774484
9,1980,3,0.3069735
10,1980,3,0.33397561
11,1980,3,0.35469164
12,1980,3,0.3685835
13,1980,3,0.37669262
14,1980,3,0.38054189
15,1980,3,0.38155928
16,1980,3,0.38155928
1,1981,3,0.004873433
2,1981,3,0.06774635
3,1981,3,0.7112832
4,1981,3,0.7143682
5,1981,3,0.40740959
6,1981,3,0.2957717
7,1981,3,0.2892426
8,1981,3,0.31495093
9,1981,3,0.34843973
10,1981,3,0.37907526
11,1981,3,0.40258218
12,1981,3,0.41834659
13,1981,3,0.42754887
14,1981,3,0.43191677
15,1981,3,0.43307063
16,1981,3,0.43307063
1,1982,3,0.0040556701
2,1982,3,0.056462997
3,1982,3,0.59304255
4,1982,3,0.5950351
5,1982,3,0.33898251
6,1982,3,0.2461285
7,1982,3,0.24092945
8,1982,3,0.26255962
9,1982,3,0.29062682
10,1982,3,0.31627235
11,1982,3,0.33593992
12,1982,3,0.34912613
13,1982,3,0.35682237
14,1982,3,0.36047542
15,1982,3,0.36144098
16,1982,3,0.36144098
1,1983,3,0.0030648319
2,1983,3,0.042536555
3,1983,3,0.44642097
4,1983,3,0.44882764
5,1983,3,0.25628813
6,1983,3,0.18608527
7,1983,3,0.18185585
8,1983,3,0.19789745
9,1983,3,0.21884893
10,1983,3,0.23802865
11,1983,3,0.25274946
12,1983,3,0.26262306
13,1983,3,0.26838725
14,1983,3,0.27112392
15,1983,3,0.27184743
16,1983,3,0.27184743
1,1984,3,0.0023625914
2,1984,3,0.032649378
3,1984,3,0.34228021
4,1984,3,0.34509578
5,1984,3,0.19768823
6,1984,3,0.14351975
7,1984,3,0.13991738
8,1984,3,0.15193814
9,1984,3,0.1677967
10,1984,3,0.18235663
11,1984,3,0.19354586
12,1984,3,0.20105557
13,1984,3,0.20544129
14,1984,3,0.2075238
15,1984,3,0.20807442
16,1984,3,0.20807442
1,1985,3,0.0021511816
2,1985,3,0.029825582
3,1985,3,0.31293842
4,1985,3,0.31483569
5,1985,3,0.17991477
6,1985,3,0.13063187
7,1985,3,0.12759355
8,1985,3,0.13878248
9,1985,3,0.1534282
10,1985,3,0.16684386
11,1985,3,0.17714341
12,1985,3,0.18405253
13,1985,3,0.1880864
14,1985,3,0.19000163
15,1985,3,0.19050808
16,1985,3,0.19050808
1,1986,3,0.0024782697
2,1986,3,0.032878897
3,1986,3,0.34102891
4,1986,3,0.35331882
5,1986,3,0.20857614
6,1986,3,0.15128415
7,1986,3,0.14421701
8,1986,3,0.15350573
9,1986,3,0.16732688
10,1986,3,0.18043023
11,1986,3,0.19063789
12,1986,3,0.19753562
13,1986,3,0.20157882
14,1986,3,0.20350271
15,1986,3,0.20401203
16,1986,3,0.20401203
1,1987,3,0.0017722647
2,1987,3,0.024340963
3,1987,3,0.25477669
4,1987,3,0.25791509
5,1987,3,0.14842552
6,1987,3,0.1077392
7,1987,3,0.10467429
8,1987,3,0.11332535
9,1987,3,0.12491122
10,1987,3,0.13559405
11,1987,3,0.14381896
12,1987,3,0.14934433
13,1987,3,0.15257281
14,1987,3,0.15410627
15,1987,3,0.15451176
16,1987,3,0.15451176
1,1988,3,0.0026098978
2,1988,3,0.035316352
3,1988,3,0.36823329
4,1988,3,0.37646132
5,1988,3,0.219036
6,1988,3,0.15892279
7,1988,3,0.15311708
8,1988,3,0.16455283
9,1988,3,0.18051073
10,1988,3,0.19539287
11,1988,3,0.20690685
12,1988,3,0.21466068
13,1988,3,0.21919715
14,1988,3,0.22135327
15,1988,3,0.22192333
16,1988,3,0.22192333
1,1989,3,0.0018103402
2,1989,3,0.024294366
3,1989,3,0.25275828
4,1989,3,0.25984849
5,1989,3,0.15211965
6,1989,3,0.11036837
7,1989,3,0.1058771
8,1989,3,0.11333989
9,1989,3,0.12400982
10,1989,3,0.13402363
11,1989,3,0.14179156
12,1989,3,0.14702962
13,1989,3,0.15009654
14,1989,3,0.15155501
15,1989,3,0.15194108
16,1989,3,0.15194108
1,1990,3,0.0025213448
2,1990,3,0.034123461
3,1990,3,0.35581082
4,1990,3,0.36372399
5,1990,3,0.21160661
6,1990,3,0.15354938
7,1990,3,0.14797446
8,1990,3,0.15905556
9,1990,3,0.17449908
10,1990,3,0.1888959
11,1990,3,0.20003233
12,1990,3,0.20753127
13,1990,3,0.2119185
14,1990,3,0.21400385
15,1990,3,0.21455552
16,1990,3,0.21455552
1,1991,3,0.0016840881
2,1991,3,0.021325891
3,1991,3,0.21837006
4,1991,3,0.2336567
5,1991,3,0.14264605
6,1991,3,0.10338862
7,1991,3,0.09617991
8,1991,3,0.10006085
9,1991,3,0.10739067
10,1991,3,0.11470291
11,1991,3,0.12051586
12,1991,3,0.12448301
13,1991,3,0.126821
14,1991,3,0.12793717
15,1991,3,0.12823377
16,1991,3,0.12823377
1,1992,3,0.0018163235
2,1992,3,0.024852852
3,1992,3,0.2598847
4,1992,3,0.26373773
5,1992,3,0.15220367
6,1992,3,0.110485822
7,1992,3,0.107138089
8,1992,3,0.115794939
9,1992,3,0.12749049
10,1992,3,0.13830038
11,1992,3,0.14663153
12,1992,3,0.15223113
13,1992,3,0.155504
14,1992,3,0.15705896
15,1992,3,0.15747046
16,1992,3,0.15747046
1,1993,3,0.0021951307
2,1993,3,0.029846267
3,1993,3,0.31158786
4,1993,3,0.31753807
5,1993,3,0.18410847
6,1993,3,0.13361278
7,1993,3,0.12909376
8,1993,3,0.13907893
9,1993,3,0.15281035
10,1993,3,0.16556478
11,1993,3,0.17541555
12,1993,3,0.1820436
13,1993,3,0.18591972
14,1993,3,0.18776172
15,1993,3,0.18824901
16,1993,3,0.18824901
1,1994,3,0.0014320565
2,1994,3,0.019767386
3,1994,3,0.20717209
4,1994,3,0.20903425
5,1994,3,0.119854458
6,1994,3,0.087029492
7,1994,3,0.084815132
8,1994,3,0.092069395
9,1994,3,0.101653407
10,1994,3,0.110455392
11,1994,3,0.117220366
12,1994,3,0.12176096
13,1994,3,0.12441291
14,1994,3,0.12567244
15,1994,3,0.12600584
16,1994,3,0.12600584
1,1995,3,0.0018571111
2,1995,3,0.024370237
3,1995,3,0.25203017
4,1995,3,0.26306711
5,1995,3,0.1565413
6,1995,3,0.113530421
7,1995,3,0.107610756
8,1995,3,0.113940656
9,1995,3,0.12376208
10,1995,3,0.13316715
11,1995,3,0.14052378
12,1995,3,0.145505
13,1995,3,0.14842812
14,1995,3,0.14982009
15,1995,3,0.15018905
16,1995,3,0.15018905
1,1996,3,0.0049008815
2,1996,3,0.049010335
3,1996,3,0.46379778
4,1996,3,0.5972749
5,1996,3,0.42659095
6,1996,3,0.30776378
7,1996,3,0.25530855
8,1996,3,0.23482186
9,1996,3,0.22922888
10,1996,3,0.22975851
11,1996,3,0.23205125
12,1996,3,0.23423017
13,1996,3,0.23570646
14,1996,3,0.23646209
15,1996,3,0.23667029
16,1996,3,0.23667029
1,1997,3,0.0012534802
2,1997,3,0.017210925
3,1997,3,0.18013521
4,1997,3,0.18239008
5,1997,3,0.10499673
6,1997,3,0.076248181
7,1997,3,0.074111303
8,1997,3,0.080259612
9,1997,3,0.08847665
10,1997,3,0.09604731
11,1997,3,0.10187369
12,1997,3,0.10578698
13,1997,3,0.10807352
14,1997,3,0.10915995
15,1997,3,0.10944791
16,1997,3,0.10944791
1,1998,3,0.0010556738
2,1998,3,0.014660897
3,1998,3,0.15389207
4,1998,3,0.15465949
5,1998,3,0.08828194
6,1998,3,0.064128773
7,1998,3,0.06272998
8,1998,3,0.068312781
9,1998,3,0.075575947
10,1998,3,0.0822161
11,1998,3,0.0873092
12,1998,3,0.09072418
13,1998,3,0.0927177
14,1998,3,0.09366443
15,1998,3,0.09391528
16,1998,3,0.09391528
1,1999,3,0.0009526648
2,1999,3,0.013254946
3,1999,3,0.13919965
4,1999,3,0.13972456
5,1999,3,0.07964718
6,1999,3,0.05786171
7,1999,3,0.05666202
8,1999,3,0.06176317
9,1999,3,0.0683709
10,1999,3,0.07440399
11,1999,3,0.07902881
12,1999,3,0.0821289
13,1999,3,0.08393834
14,1999,3,0.08479761
15,1999,3,0.08502533
16,1999,3,0.08502533
1,2000,3,0.001162353
2,2000,3,0.016184855
3,2000,3,0.17000135
4,2000,3,0.1705568
5,2000,3,0.0971644
6,2000,3,0.070582551
7,2000,3,0.069140655
8,2000,3,0.07538695
9,2000,3,0.083468499
10,2000,3,0.09084493
11,2000,3,0.09649885
12,2000,3,0.10028853
13,2000,3,0.10250034
14,2000,3,0.10355058
15,2000,3,0.10382877
16,2000,3,0.10382877
1,2001,3,0.0008583237
2,2001,3,0.01193303
3,2001,3,0.12529291
4,2001,3,0.12582959
5,2001,3,0.071770688
6,2001,3,0.052144794
7,2001,3,0.051049311
8,2001,3,0.055630297
9,2001,3,0.061570503
