year,area,stage,f
2020,2,adult,0.152019595206992
2021,2,adult,0.0778559435377803
1972,3,adult,0.289429884552761
1973,3,adult,0.172880801515658
1974,3,adult,0.214084119517606
1975,3,adult,0.214071240938247
1976,3,adult,0.26931532250769
1977,3,adult,0.300418906775471
1978,3,adult,0.218402297138153
1979,3,adult,0.376292940781858
1980,3,adult,0.356660898147709
1981,3,adult,0.404878211374389
1982,3,adult,0.337636082203747
1983,3,adult,0.254288348124629
1984,3,adult,0.195031894855658
1985,3,adult,0.178283298495466
1986,3,adult,0.195067190736655
1987,3,adult,0.145250599369544
1988,3,adult,0.210149949420309
1989,3,adult,0.144439211381097
1990,3,adult,0.203129334570408
1991,3,adult,0.125614959805085
1992,3,adult,0.148273665328895
1993,3,adult,0.17781856007818
1994,3,adult,0.118140580844196
1995,3,adult,0.144381340241212
1996,3,adult,0.274408528656109
1997,3,adult,0.102845904814016
1998,3,adult,0.0877773486693298
1999,3,adult,0.0793955138692415
2000,3,adult,0.0969297004669223
2001,3,adult,0.0714953009955223
2002,3,adult,0.133327165716921
2003,3,adult,0.183514351240328
2004,3,adult,0.118790016465379
2005,3,adult,0.104861671821978
2006,3,adult,0.0905757921190494
2007,3,adult,0.0724761328826938
2008,3,adult,0.131578897302784
2009,3,adult,0.148877704456658
2010,3,adult,0.103715209032013
2011,3,adult,0.0971631518180526
2012,3,adult,0.0777753117056063
2013,3,adult,0.0985895017516345
2014,3,adult,0.112499301495442
2015,3,adult,0.165809732928025
2016,3,adult,0.118023983981688
2017,3,adult,0.102847923841437
2018,3,adult,0.0904362411940097
2019,3,adult,0.092006764158766
2020,3,adult,0.0586141168331217
2021,3,adult,0.0379425771602803
1972,4,adult,0.00829248041193796
1973,4,adult,0.0203490651864635
1974,4,adult,0.00483145246714795
1975,4,adult,0.0427446883911547
1976,4,adult,0.01361250674987
1977,4,adult,0.0546426688144315
1978,4,adult,0.0220654263548121
1979,4,adult,0.0380237496512246
1980,4,adult,0.0116231860858195
1981,4,adult,0.0314895344969618
1982,4,adult,0.0272299720187051
1983,4,adult,0.0316934045285124
1984,4,adult,0.0248819195463019
1985,4,adult,0.0450945070001604
1986,4,adult,0.0134350021338651
1987,4,adult,0.0657497011220035
1988,4,adult,0.0145172329828331
1989,4,adult,0.0112397847135852
1990,4,adult,0.0249627654212948
1991,4,adult,0.00521475935359452
1992,4,adult,0.0176504502043722
1993,4,adult,0.0115916623851612
1994,4,adult,0.0195334969420322
1995,4,adult,0.00672258163437622
1996,4,adult,0.0326585407468215
1997,4,adult,0.00929551001058249
1998,4,adult,0.038698583849298
1999,4,adult,0.0149669573541062
2000,4,adult,0.0218834373950193
2001,4,adult,0.0351067548329915
2002,4,adult,0.0340647227592093
2003,4,adult,0.0165288496211467
2004,4,adult,0.0314072740337819
2005,4,adult,0.0101353432718971
2006,4,adult,0.0132953655899302
2007,4,adult,0.0408076475250516
2008,4,adult,0.00757894400149949
2009,4,adult,0.00885293447090199
2010,4,adult,0.00929171798392432
2011,4,adult,0.00611096368956355
2012,4,adult,0.0140874711537916
2013,4,adult,0.00379172375343793
2014,4,adult,0.0124043770168537
2015,4,adult,0.0163497833757627
2016,4,adult,0.021852365775356
2017,4,adult,0.0257790707836112
2018,4,adult,0.0224691626872791
2019,4,adult,0.0172319067708257
2020,4,adult,0.0149706702152756
2021,4,adult,0.00583793938862467
1972,5,adult,0.140492883594694
1973,5,adult,0.167158461304503
1974,5,adult,0.195010207503907
1975,5,adult,0.143240988744349
1976,5,adult,0.164032051787318
1977,5,adult,0.254214244600955
1978,5,adult,0.245436155423037
1979,5,adult,0.177627205380634
1980,5,adult,0.178971521384721
1981,5,adult,0.151306741647665
1982,5,adult,0.114450782809319
1983,5,adult,0.150621280077854
1984,5,adult,0.159363014312757
1985,5,adult,0.266464359609767
1986,5,adult,0.296675228505849
1987,5,adult,0.411713885100874
1988,5,adult,0.311820710801691
1989,5,adult,0.210791686421299
1990,5,adult,0.189948838875551
1991,5,adult,0.252863651094015
1992,5,adult,0.412642317280899
1993,5,adult,0.199382460057163
1994,5,adult,0.202986886774069
1995,5,adult,0.37295845075686
1996,5,adult,0.450253729804787
1997,5,adult,0.332904592297832
1998,5,adult,0.449437271230939
1999,5,adult,0.38233757728524
2000,5,adult,0.346753414134125
2001,5,adult,0.25778819987514
2002,5,adult,0.212552524290017
2003,5,adult,0.439645461274001
2004,5,adult,0.310064337357441
2005,5,adult,0.238564551801132
2006,5,adult,0.261418031529085
2007,5,adult,0.31491248178961
2008,5,adult,0.349176334924077
2009,5,adult,0.30088485180016
2010,5,adult,0.277265098890471
2011,5,adult,0.224727668590946
2012,5,adult,0.25685252869729
2013,5,adult,0.292534360549613
2014,5,adult,0.292614867601567
2015,5,adult,0.301996474856916
2016,5,adult,0.382063710468044
2017,5,adult,0.423076971245195
2018,5,adult,0.392862034566243
2019,5,adult,0.442659631257933
2020,5,adult,0.540676261091699
2021,5,adult,0.566118570586638
1972,6,adult,0.0595495140663753
1973,6,adult,0.10852898507237
1974,6,adult,0.22669275064144
1975,6,adult,0.115092010979253
1976,6,adult,0.11285755213872
1977,6,adult,0.122029160363141
1978,6,adult,0.137867148192528
1979,6,adult,0.152907968730631
1980,6,adult,0.166023775938017
1981,6,adult,0.273963809762091
1982,6,adult,0.0906545069306878
1983,6,adult,0.14498108037434
1984,6,adult,0.156673266984899
1985,6,adult,0.204794238276702
1986,6,adult,0.158033453583975
1987,6,adult,0.0883647023104658
1988,6,adult,0.0769023816441074
1989,6,adult,0.380386993114427
1990,6,adult,0.229625733574239
1991,6,adult,0.338080323031574
1992,6,adult,0.204433563069966
1993,6,adult,0.143775518480092
1994,6,adult,0.124775873832683
1995,6,adult,0.330119009242371
1996,6,adult,0.326305942302629
1997,6,adult,0.2455314473264
1998,6,adult,0.231416732085999
1999,6,adult,0.154123399755755
2000,6,adult,0.210889139024925
2001,6,adult,0.208520143000696
2002,6,adult,0.16941740064006
2003,6,adult,0.435032473290866
2004,6,adult,0.384457004456994
2005,6,adult,0.290886846119812
2006,6,adult,0.441021983345125
2007,6,adult,0.30914538637574
2008,6,adult,0.394128074829971
2009,6,adult,0.577693677519796
2010,6,adult,0.624541870614708
2011,6,adult,0.738745581074891
2012,6,adult,0.601192479016044
2013,6,adult,0.473715305459562
2014,6,adult,0.284950718961392
2015,6,adult,0.134441589756218
2016,6,adult,0.283535402100713
2017,6,adult,0.440791932450877
2018,6,adult,0.317345721831555
2019,6,adult,0.327148461174001
2020,6,adult,0.809221195705878
2021,6,adult,0.413063321951368
1972,7,adult,0.0809749407525563
1973,7,adult,0.11449416380361
1974,7,adult,0.146025995654504
1975,7,adult,0.0824479599851687
1976,7,adult,0.132249565342961
1977,7,adult,0.14568681340122
1978,7,adult,0.14032641154019
1979,7,adult,0.0946579375614771
1980,7,adult,0.0955388005312826
1981,7,adult,0.166142965168808
1982,7,adult,0.204972919509173
1983,7,adult,0.192943515148517
1984,7,adult,0.308483455066808
1985,7,adult,0.214376885702314
1986,7,adult,0.271486231191718
1987,7,adult,0.207771299221575
1988,7,adult,0.344818432211593
1989,7,adult,0.391603523602002
1990,7,adult,0.379366596103203
1991,7,adult,0.317593028103114
1992,7,adult,0.456684240386014
1993,7,adult,0.510494330332455
1994,7,adult,0.464175604701327
1995,7,adult,0.480893275996274
1996,7,adult,0.367033544836158
1997,7,adult,0.224586353797492
1998,7,adult,0.323931814749056
1999,7,adult,0.402668198100187
2000,7,adult,0.45007833210217
2001,7,adult,0.33935069725817
2002,7,adult,0.389401706963827
2003,7,adult,0.538729980252515
2004,7,adult,0.659252675164987
2005,7,adult,0.649947793589099
2006,7,adult,0.548074562797737
2007,7,adult,0.542336868433456
2008,7,adult,0.536806792260268
2009,7,adult,0.621536885376703
2010,7,adult,0.645114869710248
2011,7,adult,0.672547374442353
2012,7,adult,0.570188628469902
2013,7,adult,0.893169681834639
2014,7,adult,0.537123863051678
2015,7,adult,0.34760467302196
2016,7,adult,0.576554577689278
2017,7,adult,0.58185556809869
2018,7,adult,0.793125542330451
2019,7,adult,0.445993471777553
2020,7,adult,0.804772553651709
2021,7,adult,0.856286102677893
1972,8,adult,0.00563217669648374
1973,8,adult,0.00499862985145091
1974,8,adult,0.0129766312540099
1975,8,adult,0.0187881714473179
1976,8,adult,0.0438016318580024
1977,8,adult,0.0590599007893647
1978,8,adult,0.0449128425083966
1979,8,adult,0.0339503930559708
1980,8,adult,0.0612734700976713
1981,8,adult,0.0701214472099155
1982,8,adult,0.0642004338551046
1983,8,adult,0.0662862119794981
1984,8,adult,0.0468245485137113
1985,8,adult,0.0334566788564889
1986,8,adult,0.051631815429447
1987,8,adult,0.0307764670894863
1988,8,adult,0.0352476570605206
1989,8,adult,0.021738098101021
1990,8,adult,0.0597423864111445
1991,8,adult,0.0990407601296931
1992,8,adult,0.0920531464435902
1993,8,adult,0.126850204784388
1994,8,adult,0.120559131095721
1995,8,adult,0.027020844598311
1996,8,adult,0.0594977780120614
1997,8,adult,0.14440151749967
1998,8,adult,0.142950236922563
1999,8,adult,0.0796304889572576
2000,8,adult,0.0862297669340054
2001,8,adult,0.176671618946931
2002,8,adult,0.231914751798597
2003,8,adult,0.0424208550534664
2004,8,adult,0.070950836116102
2005,8,adult,0.0906249548995617
2006,8,adult,0.0809531254781178
2007,8,adult,0.0817070339515702
2008,8,adult,0.113123759216343
2009,8,adult,0.20696742794645
2010,8,adult,0.117712364480393
2011,8,adult,0.100182352339574
2012,8,adult,0.255922895273645
2013,8,adult,0.130321509630561
2014,8,adult,0.301447570199636
2015,8,adult,0.355221342971825
2016,8,adult,0.258666771162609
2017,8,adult,0.256302587696214
2018,8,adult,0.259983552089919
2019,8,adult,0.423476577629883
2020,8,adult,0.324433523356804
2021,8,adult,0.367261465900897
1972,all,adult,0.0581424528313808
1973,all,adult,0.070908326041899
1974,all,adult,0.082395485472044
1975,all,adult,0.071161311665214
1976,all,adult,0.0900638342075225
1977,all,adult,0.12115756724863
1978,all,adult,0.104988712297166
1979,all,adult,0.100695871298506
1980,all,adult,0.102042784182672
1981,all,adult,0.117060882029394
1982,all,adult,0.106486931571002
1983,all,adult,0.109126719359563
1984,all,adult,0.124461394897844
1985,all,adult,0.12149938953194
1986,all,adult,0.124764318034389
1987,all,adult,0.121223028847938
1988,all,adult,0.124058681626526
1989,all,adult,0.134179547228069
1990,all,adult,0.131773036938931
1991,all,adult,0.161777954783818
1992,all,adult,0.185214033890399
1993,all,adult,0.170160597864053
1994,all,adult,0.157579150726645
1995,all,adult,0.166163669164593
1996,all,adult,0.174595591275973
1997,all,adult,0.165753242213409
1998,all,adult,0.193603967133319
1999,all,adult,0.159422717926763
2000,all,adult,0.173760613289623
2001,all,adult,0.175453264311071
2002,all,adult,0.198714607425252
2003,all,adult,0.207924246946862
2004,all,adult,0.193807255320163
2005,all,adult,0.175766267517294
2006,all,adult,0.174906389490398
2007,all,adult,0.196007336273902
2008,all,adult,0.226872475595095
2009,all,adult,0.271022594871516
2010,all,adult,0.23402658951357
2011,all,adult,0.203351878648023
2012,all,adult,0.250413280238612
2013,all,adult,0.242038480468809
2014,all,adult,0.269477404951676
2015,all,adult,0.262695695926669
2016,all,adult,0.277185022660624
2017,all,adult,0.283935328417792
2018,all,adult,0.284461526636143
2019,all,adult,0.304178397649737
2020,all,adult,0.349414903621506
2021,all,adult,0.316780540306624
1972,1,juvenile,0.189164834622668
1973,1,juvenile,0.286315122708372
1974,1,juvenile,0.32958088653077
1975,1,juvenile,0.305698509430682
1976,1,juvenile,0.433381664429199
1977,1,juvenile,0.80775995468958
1978,1,juvenile,1.11031280787499
1979,1,juvenile,1.00698243849572
1980,1,juvenile,0.954203028278729
1981,1,juvenile,0.792886319976435
1982,1,juvenile,0.877542119160999
1983,1,juvenile,0.55960044276557
1984,1,juvenile,0.755586738514326
1985,1,juvenile,1.16042204016441
1986,1,juvenile,0.623318258550485
1987,1,juvenile,0.46022299998165
1988,1,juvenile,0.47428662308413
1989,1,juvenile,0.452725670452359
1990,1,juvenile,0.487978192770635
1991,1,juvenile,0.565989713296197
1992,1,juvenile,0.453337212048177
1993,1,juvenile,0.61935364590697
1994,1,juvenile,0.470163745624473
1995,1,juvenile,0.436096555512481
1996,1,juvenile,0.528242967645573
1997,1,juvenile,0.435882186486304
1998,1,juvenile,0.493214665121587
1999,1,juvenile,0.70692807140313
2000,1,juvenile,0.588798683319928
2001,1,juvenile,0.383897963609262
2002,1,juvenile,0.344817679619904
2003,1,juvenile,0.655560815288249
2004,1,juvenile,0.540619272608449
2005,1,juvenile,0.344616517764672
2006,1,juvenile,0.300974151081396
2007,1,juvenile,0.632381768040989
2008,1,juvenile,0.357276926561195
2009,1,juvenile,0.785917567133854
2010,1,juvenile,0.545854010812124
2011,1,juvenile,0.443852161661519
2012,1,juvenile,0.618171573534501
2013,1,juvenile,0.565568343751219
2014,1,juvenile,0.46098037693822
2015,1,juvenile,0.349689582225052
2016,1,juvenile,0.234692113506999
2017,1,juvenile,0.432648244448732
2018,1,juvenile,0.281930537467729
2019,1,juvenile,0.281059744429517
2020,1,juvenile,0.349951087638532
2021,1,juvenile,0.241504169520022
1972,2,juvenile,0.148114714223989
1973,2,juvenile,0.151699609490596
1974,2,juvenile,0.0752983958941117
1975,2,juvenile,0.0979045938692189
1976,2,juvenile,0.0942581879435185
1977,2,juvenile,0.0966538127897585
1978,2,juvenile,0.0994932788312606
1979,2,juvenile,0.219740248742014
1980,2,juvenile,0.210526912565101
1981,2,juvenile,0.117856792576756
1982,2,juvenile,0.175635307433312
1983,2,juvenile,0.156610249582184
1984,2,juvenile,0.270163504471261
1985,2,juvenile,0.0833817911093396
1986,2,juvenile,0.126477769946005
1987,2,juvenile,0.126886868167067
1988,2,juvenile,0.16405144469905
1989,2,juvenile,0.167896588085709
1990,2,juvenile,0.12110957705562
1991,2,juvenile,0.177598073202629
1992,2,juvenile,0.121035395677429
1993,2,juvenile,0.22917219803079
1994,2,juvenile,0.19168399560385
1995,2,juvenile,0.159845566753621
1996,2,juvenile,0.077128445786716
1997,2,juvenile,0.241351468978183
1998,2,juvenile,0.281414341699558
1999,2,juvenile,0.209343067456268
2000,2,juvenile,0.206362444926991
2001,2,juvenile,0.155490348146349
2002,2,juvenile,0.148565525477998
2003,2,juvenile,0.199668421184013
2004,2,juvenile,0.193727006230853
2005,2,juvenile,0.236106215238402
2006,2,juvenile,0.225873212436828
2007,2,juvenile,0.253706464122511
2008,2,juvenile,0.331886646030353
2009,2,juvenile,0.165149866799288
2010,2,juvenile,0.197890623391655
2011,2,juvenile,0.113581120940956
2012,2,juvenile,0.109384601708616
2013,2,juvenile,0.149456238042222
2014,2,juvenile,0.199178888281093
2015,2,juvenile,0.156716568200984
2016,2,juvenile,0.138802093117019
2017,2,juvenile,0.11088427549214
2018,2,juvenile,0.0799774767577569
2019,2,juvenile,0.0860641371309664
2020,2,juvenile,0.117124623632741
2021,2,juvenile,0.0565771652412374
1972,3,juvenile,0.207323811790693
1973,3,juvenile,0.123820554001665
1974,3,juvenile,0.153363771826423
1975,3,juvenile,0.153373981999344
1976,3,juvenile,0.192940433689261
1977,3,juvenile,0.215341781247173
1978,3,juvenile,0.156403406133623
1979,3,juvenile,0.269650439235332
1980,3,juvenile,0.255692520895808
1981,3,juvenile,0.2903554595107
1982,3,juvenile,0.241949281256441
1983,3,juvenile,0.182364040976812
1984,3,juvenile,0.140066751584816
1985,3,juvenile,0.127890135075004
1986,3,juvenile,0.141953264388119
1987,3,juvenile,0.104522248266604
1988,3,juvenile,0.151996188787211
1989,3,juvenile,0.104701694247759
1990,3,juvenile,0.146864282463263
1991,3,juvenile,0.0927810770225412
1992,3,juvenile,0.106786903566994
1993,3,juvenile,0.12836407501132
1994,3,juvenile,0.0848240461607733
1995,3,juvenile,0.105406587962718
1996,3,juvenile,0.222577216947793
1997,3,juvenile,0.0739201503741884
1998,3,juvenile,0.0628583851785494
1999,3,juvenile,0.0568152034192758
2000,3,juvenile,0.0693634865772114
2001,3,juvenile,0.0511572420943691
2002,3,juvenile,0.0954906714378743
2003,3,juvenile,0.132222351170373
2004,3,juvenile,0.0885096553485664
2005,3,juvenile,0.0754115866616926
2006,3,juvenile,0.0650659032383707
2007,3,juvenile,0.052267357124287
2008,3,juvenile,0.0943761096943474
2009,3,juvenile,0.106592955645339
2010,3,juvenile,0.0742069961347387
2011,3,juvenile,0.0696395130881484
2012,3,juvenile,0.0556929013898966
2013,3,juvenile,0.0707476962698482
2014,3,juvenile,0.0809365880459441
2015,3,juvenile,0.119423118408969
2016,3,juvenile,0.0847664749219671
2017,3,juvenile,0.0741467639726762
2018,3,juvenile,0.0647635656139665
2019,3,juvenile,0.07381819692244
2020,3,juvenile,0.0420896977465758
2021,3,juvenile,0.0271250136005544
1972,4,juvenile,0.00590770177446781
1973,4,juvenile,0.0145546427258147
1974,4,juvenile,0.00343107482029439
1975,4,juvenile,0.0306255206391932
1976,4,juvenile,0.00972294684096496
1977,4,juvenile,0.0391493164748769
1978,4,juvenile,0.0157812963745977
1979,4,juvenile,0.0272307543202385
1980,4,juvenile,0.00828681482116216
1981,4,juvenile,0.022542619200454
1982,4,juvenile,0.0194776965795709
1983,4,juvenile,0.0226838191874366
1984,4,juvenile,0.0178113833399925
1985,4,juvenile,0.0323087896532303
1986,4,juvenile,0.00959946973448859
1987,4,juvenile,0.0471318487002389
1988,4,juvenile,0.0103851823345212
1989,4,juvenile,0.00803294835489257
1990,4,juvenile,0.0178671815358927
1991,4,juvenile,0.00370084802697678
1992,4,juvenile,0.0126268103290747
1993,4,juvenile,0.00828234778118785
1994,4,juvenile,0.0139793561591346
1995,4,juvenile,0.00478776940276207
1996,4,juvenile,0.0233931076363954
1997,4,juvenile,0.00663109406638235
1998,4,juvenile,0.0277238662761953
1999,4,juvenile,0.0107052397469219
2000,4,juvenile,0.0156626249838324
2001,4,juvenile,0.0251495675757995
2002,4,juvenile,0.024403845637541
2003,4,juvenile,0.0118224931076315
2004,4,juvenile,0.0224956354187985
2005,4,juvenile,0.00723818579640938
2006,4,juvenile,0.00950968893013015
2007,4,juvenile,0.0292418139863906
2008,4,juvenile,0.0054003806278789
2009,4,juvenile,0.00630820999659939
2010,4,juvenile,0.00662140242706689
2011,4,juvenile,0.00434914481747238
2012,4,juvenile,0.0100717458120504
2013,4,juvenile,0.0026855904596847
2014,4,juvenile,0.00886173809584156
2015,4,juvenile,0.0116894493785933
2016,4,juvenile,0.0156364354445413
2017,4,juvenile,0.0184494805642214
2018,4,juvenile,0.016077052432569
2019,4,juvenile,0.0123285935193252
2020,4,juvenile,0.0107054216405334
2021,4,juvenile,0.00415173869739452
1972,5,juvenile,0.252212445372659
1973,5,juvenile,0.299085903748422
1974,5,juvenile,0.351723130365067
1975,5,juvenile,0.232782155607878
1976,5,juvenile,0.304169812140913
1977,5,juvenile,0.379361390058393
1978,5,juvenile,0.36163336741064
1979,5,juvenile,0.351316506743994
1980,5,juvenile,0.306305159129734
1981,5,juvenile,0.243540247590614
1982,5,juvenile,0.188066422176134
1983,5,juvenile,0.262006329638339
1984,5,juvenile,0.276173040898617
1985,5,juvenile,0.48118646049124
1986,5,juvenile,0.551115645612312
1987,5,juvenile,0.740785054917156
1988,5,juvenile,0.545750020665743
1989,5,juvenile,0.345578765083585
1990,5,juvenile,0.373933889393458
1991,5,juvenile,0.454712726732308
1992,5,juvenile,0.864437579685255
1993,5,juvenile,0.431640502698542
1994,5,juvenile,0.405648898758678
1995,5,juvenile,0.748762137761237
1996,5,juvenile,0.881655881059589
1997,5,juvenile,0.664921506208382
1998,5,juvenile,0.959420722810686
1999,5,juvenile,0.781091528851436
2000,5,juvenile,0.74209103462609
2001,5,juvenile,0.555387333135219
2002,5,juvenile,0.455839896471974
2003,5,juvenile,0.883349552403837
2004,5,juvenile,0.650315455742175
2005,5,juvenile,0.463068365319197
2006,5,juvenile,0.515942007892441
2007,5,juvenile,0.630656343325804
2008,5,juvenile,0.705350664760677
2009,5,juvenile,0.704802089019107
2010,5,juvenile,0.632646885628879
2011,5,juvenile,0.600480195323107
2012,5,juvenile,0.673345790449665
2013,5,juvenile,0.754684975447628
2014,5,juvenile,0.764119158586802
2015,5,juvenile,0.787149946341242
2016,5,juvenile,1.0777470879394
2017,5,juvenile,1.04701753667995
2018,5,juvenile,1.01065099043109
2019,5,juvenile,1.14464414561616
2020,5,juvenile,1.35133286646012
2021,5,juvenile,1.59657417022698
1972,6,juvenile,0.0601484371787197
1973,6,juvenile,0.109567457262093
1974,6,juvenile,0.229064974546298
1975,6,juvenile,0.116118889596141
1976,6,juvenile,0.113898298049879
1977,6,juvenile,0.122976190488314
1978,6,juvenile,0.139225490707135
1979,6,juvenile,0.154573106872978
1980,6,juvenile,0.167160674171067
1981,6,juvenile,0.276046014801173
1982,6,juvenile,0.0871464975312631
1983,6,juvenile,0.138381702972394
1984,6,juvenile,0.149551322155173
1985,6,juvenile,0.194847388148778
1986,6,juvenile,0.153380705178597
1987,6,juvenile,0.0850732264989923
1988,6,juvenile,0.0737503036155385
1989,6,juvenile,0.347116882267046
1990,6,juvenile,0.213549495476318
1991,6,juvenile,0.314415701703409
1992,6,juvenile,0.195458709742767
1993,6,juvenile,0.135272200906602
1994,6,juvenile,0.117577523391408
1995,6,juvenile,0.296664826117575
1996,6,juvenile,0.295517793981857
1997,6,juvenile,0.232904961915982
1998,6,juvenile,0.216496704929852
1999,6,juvenile,0.146430048179742
2000,6,juvenile,0.184019835928319
2001,6,juvenile,0.185097415955317
2002,6,juvenile,0.156642111007823
2003,6,juvenile,0.382586279679304
2004,6,juvenile,0.349071375544509
2005,6,juvenile,0.260262382156891
2006,6,juvenile,0.401927670338305
2007,6,juvenile,0.273033190234954
2008,6,juvenile,0.351161362718167
2009,6,juvenile,0.518543244848191
2010,6,juvenile,0.518073663379591
2011,6,juvenile,0.629622756870009
2012,6,juvenile,0.515059523448967
2013,6,juvenile,0.40179230372659
2014,6,juvenile,0.235826134333287
2015,6,juvenile,0.117891412414672
2016,6,juvenile,0.236368500788082
2017,6,juvenile,0.362576989610353
2018,6,juvenile,0.26059365179342
2019,6,juvenile,0.265888717337005
2020,6,juvenile,0.6467449236589
2021,6,juvenile,0.339998384257976
1972,7,juvenile,0.0581214812641037
1973,7,juvenile,0.0822294732509946
1974,7,juvenile,0.105200015785371
1975,7,juvenile,0.060128804212558
1976,7,juvenile,0.0977796911420423
1977,7,juvenile,0.106807664175636
1978,7,juvenile,0.103982312684404
1979,7,juvenile,0.0718635143128868
1980,7,juvenile,0.0745602802107844
1981,7,juvenile,0.14032146936005
1982,7,juvenile,0.179114478886778
1983,7,juvenile,0.162509402114277
1984,7,juvenile,0.259476014977106
1985,7,juvenile,0.185985719086555
1986,7,juvenile,0.234736293889614
1987,7,juvenile,0.188588719564725
1988,7,juvenile,0.294929253185009
1989,7,juvenile,0.329327837757061
1990,7,juvenile,0.342643742432947
1991,7,juvenile,0.279438145549606
1992,7,juvenile,0.401804063772332
1993,7,juvenile,0.445491537264401
1994,7,juvenile,0.407479148645663
1995,7,juvenile,0.401450387600534
1996,7,juvenile,0.318198940111352
1997,7,juvenile,0.19952949624022
1998,7,juvenile,0.280264742076963
1999,7,juvenile,0.356110730868305
2000,7,juvenile,0.386759445324109
2001,7,juvenile,0.287892249177573
2002,7,juvenile,0.342309111936404
2003,7,juvenile,0.457553686100626
2004,7,juvenile,0.601003903110574
2005,7,juvenile,0.567598730667107
2006,7,juvenile,0.4858066261912
2007,7,juvenile,0.479531445079441
2008,7,juvenile,0.473409760828693
2009,7,juvenile,0.546860314176725
2010,7,juvenile,0.536665502846382
2011,7,juvenile,0.592216934988446
2012,7,juvenile,0.492649519317751
2013,7,juvenile,0.759013963176041
2014,7,juvenile,0.467994699668316
2015,7,juvenile,0.288563506487204
2016,7,juvenile,0.4945958231156
2017,7,juvenile,0.503962712157093
2018,7,juvenile,0.667173105506615
2019,7,juvenile,0.375547184527539
2020,7,juvenile,0.689976498444182
2021,7,juvenile,0.735414505497315
1972,8,juvenile,0.00402560603103132
1973,8,juvenile,0.00357152224776775
1974,8,juvenile,0.00929643268309529
1975,8,juvenile,0.0134619233424685
1976,8,juvenile,0.0314023042346195
1977,8,juvenile,0.0423451999701958
1978,8,juvenile,0.0322009440078641
1979,8,juvenile,0.0243405176994015
1980,8,juvenile,0.0439360630364151
1981,8,juvenile,0.0504076534093545
1982,8,juvenile,0.047739598070142
1983,8,juvenile,0.052437379977898
1984,8,juvenile,0.035532603582389
1985,8,juvenile,0.0245182056936
1986,8,juvenile,0.0379040679327556
