year,season,fishery,area,t
2000,2,21,6,3.00398
2001,2,21,6,3.27445
2002,2,21,6,3.15925
2003,2,21,6,3.10987
2004,2,21,6,3.21745
2005,2,21,6,2.96031
2006,2,21,6,3.02743
2007,2,21,6,2.88091
2008,2,21,6,3.03591
2009,2,21,6,3.33657
2010,2,21,6,2.90008
2011,2,21,6,2.7744
2012,2,21,6,2.78288
2013,2,21,6,2.94387
2014,2,21,6,2.81097
2015,2,21,6,3.18879
2016,2,21,6,3.24058
2017,2,21,6,3.15811
2018,2,21,6,2.76439
2019,2,21,6,2.90709
2020,2,21,6,3.30006
2021,2,21,6,2.45368
1972,2,22,4,1443.5
1973,2,22,4,258.7
1974,2,22,4,485
1975,2,22,4,8534.4
1976,2,22,4,744.8
1977,2,22,4,13646
1978,2,22,4,10535.4
1979,2,22,4,5906.4
1980,2,22,4,2500.9
1981,2,22,4,8677.2
1982,2,22,4,2403.2
1983,2,22,4,10449.4
1984,2,22,4,3636.3
1985,2,22,4,8945
1986,2,22,4,3737
1987,2,22,4,22434.9
1988,2,22,4,7385.6
1989,2,22,4,2528.8
1990,2,22,4,12436.2
1991,2,22,4,1091.4
1992,2,22,4,5244.1
1993,2,22,4,4126.2
1994,2,22,4,12091.3
1995,2,22,4,1989.3
1996,2,22,4,8793.3
1997,2,22,4,5786.3
1998,2,22,4,21256.9
1999,2,22,4,1378.8
2000,2,22,4,10072.7
2001,2,22,4,9502.8
2002,2,22,4,10123.1
2003,2,22,4,10893.3
2004,2,22,4,580.8
2005,2,22,4,2642.3
2006,2,22,4,4240.2
2007,2,22,4,6019.8
2008,2,22,4,74.9
2009,2,22,4,3913.2
2010,2,22,4,4059.6
2011,2,22,4,210.4
2012,2,22,4,3476.7
2013,2,22,4,14.1
2014,2,22,4,4094.6
2015,2,22,4,4138.2
2016,2,22,4,6494.5
2017,2,22,4,3189.9
2018,2,22,4,679.1
2019,2,22,4,4311.6
2020,2,22,4,1477.5
2021,2,22,4,786.5
1972,2,23,4,4.14849
1973,2,23,4,4.19426
1974,2,23,4,3.9913
1975,2,23,4,4.2563
1976,2,23,4,4.34252
1977,2,23,4,4.2024
1978,2,23,4,4.20717
1979,2,23,4,4.16354
1980,2,23,4,4.29477
1981,2,23,4,4.06785
1982,2,23,4,4.32446
1983,2,23,4,4.02794
1984,2,23,4,3.93134
1985,2,23,4,4.20487
1986,2,23,4,4.11097
1987,2,23,4,3.91643
1988,2,23,4,4.16759
1989,2,23,4,4.23093
1990,2,23,4,4.3842
1991,2,23,4,4.19851
1992,2,23,4,4.02153
1993,2,23,4,4.13461
1994,2,23,4,4.07132
1995,2,23,4,4.2123
1996,2,23,4,4.10072
1997,2,23,4,4.25671
1998,2,23,4,4.04616
1999,2,23,4,4.07708
2000,2,23,4,4.25671
2001,2,23,4,4.07648
2002,2,23,4,4.10209
2003,2,23,4,4.22026
2004,2,23,4,4.10192
2005,2,23,4,4.06332
2006,2,23,4,4.00664
2007,2,23,4,4.21887
2008,2,23,4,4.32572
2009,2,23,4,4.33823
2010,2,23,4,4.1453
2011,2,23,4,3.99009
2012,2,23,4,4.18323
2013,2,23,4,4.13791
2014,2,23,4,4.24537
2015,2,23,4,4.08878
2016,2,23,4,4.17942
2017,2,23,4,4.17684
2018,2,23,4,4.10698
2019,2,23,4,4.01813
2020,2,23,4,4.23792
2021,2,23,4,4.05782
1972,2,24,7,6501.2
1973,2,24,7,3234.5
1974,2,24,7,10579.4
1975,2,24,7,3655.5
1976,2,24,7,10631.2
1977,2,24,7,15157.3
1978,2,24,7,12699
1979,2,24,7,5707.2
1980,2,24,7,4940.9
1981,2,24,7,4282.3
1982,2,24,7,6775.7
1983,2,24,7,7676.2
1984,2,24,7,15581
1985,2,24,7,4353
1986,2,24,7,11707.6
1987,2,24,7,955.9
1988,2,24,7,17703.5
1989,2,24,7,20847
1990,2,24,7,352.2
1991,2,24,7,971.1
1992,2,24,7,409.8
1993,2,24,7,2386.5
1994,2,24,7,970.2
1995,2,24,7,7820.1
1996,2,24,7,34.6
1997,2,24,7,1564.3
1998,2,24,7,854
1999,2,24,7,6954.8
2000,2,24,7,669
2001,2,24,7,958.6
2002,2,24,7,537
2003,2,24,7,4898.9
2004,2,24,7,417.8
2005,2,24,7,484
2006,2,24,7,1462.2
2007,2,24,7,673.5
2008,2,24,7,3665.3
2009,2,24,7,1788.3
2010,2,24,7,1137
2011,2,24,7,6763.1
2012,2,24,7,92
2013,2,24,7,2341.6
2014,2,24,7,282
2015,2,24,7,282.9
2016,2,24,7,664.3
2017,2,24,7,0
2018,2,24,7,56
2019,2,24,7,0
2020,2,24,7,56
2021,2,24,7,851.7
1972,2,25,7,0
1973,2,25,7,7.8
1974,2,25,7,0
1975,2,25,7,113.6
1976,2,25,7,517
1977,2,25,7,1339.8
1978,2,25,7,167.7
1979,2,25,7,515.4
1980,2,25,7,3334.9
1981,2,25,7,9399.8
1982,2,25,7,19288.2
1983,2,25,7,10205.9
1984,2,25,7,18901.2
1985,2,25,7,21464.8
1986,2,25,7,25623.3
1987,2,25,7,30007
1988,2,25,7,37885.8
1989,2,25,7,17186.9
1990,2,25,7,45572.9
1991,2,25,7,24195.5
1992,2,25,7,55445.5
1993,2,25,7,32072.5
1994,2,25,7,46994.4
1995,2,25,7,36225.1
1996,2,25,7,27950
1997,2,25,7,36600.8
1998,2,25,7,41696.4
1999,2,25,7,63229.7
2000,2,25,7,55394.1
2001,2,25,7,23621.6
2002,2,25,7,51691
2003,2,25,7,23721.2
2004,2,25,7,70967.1
2005,2,25,7,54797.6
2006,2,25,7,86610.1
2007,2,25,7,76142.1
2008,2,25,7,79529.7
2009,2,25,7,116831
2010,2,25,7,63948.2
2011,2,25,7,134808
2012,2,25,7,86580.6
2013,2,25,7,87741.3
2014,2,25,7,70785.1
2015,2,25,7,21552.7
2016,2,25,7,114999
2017,2,25,7,58974.2
2018,2,25,7,73710.5
2019,2,25,7,31555.6
2020,2,25,7,85578.4
2021,2,25,7,98180.5
1972,2,26,7,0
1973,2,26,7,0
1974,2,26,7,0
1975,2,26,7,37.3
1976,2,26,7,0
1977,2,26,7,612
1978,2,26,7,86.1
1979,2,26,7,28.4
1980,2,26,7,1092.4
1981,2,26,7,749.7
1982,2,26,7,3405.4
1983,2,26,7,7200.3
1984,2,26,7,17130.3
1985,2,26,7,7153.4
1986,2,26,7,17536.6
1987,2,26,7,14304
1988,2,26,7,25563.4
1989,2,26,7,12216.7
1990,2,26,7,11303.9
1991,2,26,7,28471.6
1992,2,26,7,39612.3
1993,2,26,7,32805.3
1994,2,26,7,37973.3
1995,2,26,7,38352.5
1996,2,26,7,30997.8
1997,2,26,7,16101.3
1998,2,26,7,58240.4
1999,2,26,7,25893.6
2000,2,26,7,54723.8
2001,2,26,7,64576.1
2002,2,26,7,38125.8
2003,2,26,7,70833.2
2004,2,26,7,36112.6
2005,2,26,7,88121.7
2006,2,26,7,62477.6
2007,2,26,7,65291.1
2008,2,26,7,67613.2
2009,2,26,7,73294.4
2010,2,26,7,118292
2011,2,26,7,49421.4
2012,2,26,7,73273.4
2013,2,26,7,154413
2014,2,26,7,83463.3
2015,2,26,7,62333.6
2016,2,26,7,86506.7
2017,2,26,7,51824.4
2018,2,26,7,145606
2019,2,26,7,60886.1
2020,2,26,7,66704.1
2021,2,26,7,35074
1972,2,27,7,3.46033
1973,2,27,7,3.32972
1974,2,27,7,3.609
1975,2,27,7,3.63297
1976,2,27,7,3.62711
1977,2,27,7,3.66803
1978,2,27,7,3.36998
1979,2,27,7,3.68041
1980,2,27,7,3.43588
1981,2,27,7,3.80181
1982,2,27,7,3.46342
1983,2,27,7,3.24846
1984,2,27,7,3.44385
1985,2,27,7,3.65629
1986,2,27,7,3.37667
1987,2,27,7,3.46531
1988,2,27,7,3.24824
1989,2,27,7,3.64335
1990,2,27,7,3.50514
1991,2,27,7,3.36614
1992,2,27,7,3.32797
1993,2,27,7,3.64121
1994,2,27,7,3.28198
1995,2,27,7,3.28512
1996,2,27,7,3.40585
1997,2,27,7,3.39243
1998,2,27,7,3.34856
1999,2,27,7,3.24809
2000,2,27,7,3.35037
2001,2,27,7,3.41489
2002,2,27,7,3.35136
2003,2,27,7,3.38768
2004,2,27,7,3.44792
2005,2,27,7,3.20714
2006,2,27,7,3.2184
2007,2,27,7,3.20195
2008,2,27,7,3.29373
2009,2,27,7,3.38506
2010,2,27,7,3.13408
2011,2,27,7,3.18655
2012,2,27,7,3.14361
2013,2,27,7,3.13023
2014,2,27,7,3.07924
2015,2,27,7,3.31214
2016,2,27,7,3.37112
2017,2,27,7,3.44705
2018,2,27,7,3.00329
2019,2,27,7,3.03394
2020,2,27,7,3.5469
2021,2,27,7,3.01163
1972,2,28,8,475
1973,2,28,8,0
1974,2,28,8,7148.7
1975,2,28,8,380.1
1976,2,28,8,1331.3
1977,2,28,8,1138.8
1978,2,28,8,2922.8
1979,2,28,8,2772.6
1980,2,28,8,15993.4
1981,2,28,8,13993.9
1982,2,28,8,14138.2
1983,2,28,8,4411.7
1984,2,28,8,7701.9
1985,2,28,8,2676.9
1986,2,28,8,8294.2
1987,2,28,8,1110.7
1988,2,28,8,2635.1
1989,2,28,8,4098.1
1990,2,28,8,724.7
1991,2,28,8,2474.4
1992,2,28,8,2673.2
1993,2,28,8,2885.4
1994,2,28,8,942.3
1995,2,28,8,4935
1996,2,28,8,1467.1
1997,2,28,8,2604
1998,2,28,8,179.7
1999,2,28,8,4317.8
2000,2,28,8,81.7
2001,2,28,8,63.1
2002,2,28,8,182.5
2003,2,28,8,0
2004,2,28,8,2272.6
2005,2,28,8,1546
2006,2,28,8,1088
2007,2,28,8,18
2008,2,28,8,0
2009,2,28,8,160.7
2010,2,28,8,0
2011,2,28,8,87
2012,2,28,8,0
2013,2,28,8,282.6
2014,2,28,8,89
2015,2,28,8,43.9
2016,2,28,8,0
2017,2,28,8,0
2018,2,28,8,20
2019,2,28,8,0
2020,2,28,8,165
2021,2,28,8,887.2
1972,2,29,8,0
1973,2,29,8,0
1974,2,29,8,0
1975,2,29,8,0
1976,2,29,8,0
1977,2,29,8,0
1978,2,29,8,0
1979,2,29,8,0
1980,2,29,8,0
1981,2,29,8,136.6
1982,2,29,8,634.2
1983,2,29,8,18169
1984,2,29,8,451.1
1985,2,29,8,224.9
1986,2,29,8,394.3
1987,2,29,8,3755.2
1988,2,29,8,486.8
1989,2,29,8,0
1990,2,29,8,518.4
1991,2,29,8,152.5
1992,2,29,8,10637.4
1993,2,29,8,6014.9
1994,2,29,8,1100.5
1995,2,29,8,5.3
1996,2,29,8,5574.2
1997,2,29,8,31248.4
1998,2,29,8,26396.6
1999,2,29,8,33708.7
2000,2,29,8,23502.8
2001,2,29,8,32156.2
2002,2,29,8,38674.5
2003,2,29,8,5511.3
2004,2,29,8,28059.6
2005,2,29,8,13425.7
2006,2,29,8,9396.7
2007,2,29,8,20674.2
2008,2,29,8,28805.9
2009,2,29,8,46017.5
2010,2,29,8,17020.9
2011,2,29,8,71340.2
2012,2,29,8,91019.5
2013,2,29,8,37584.8
2014,2,29,8,105674
2015,2,29,8,171928
2016,2,29,8,83104.4
2017,2,29,8,63802.1
2018,2,29,8,68510.7
2019,2,29,8,157829
2020,2,29,8,86885.5
2021,2,29,8,109524
1972,2,30,8,0
1973,2,30,8,0
1974,2,30,8,0
1975,2,30,8,0
1976,2,30,8,0
1977,2,30,8,0
1978,2,30,8,0
1979,2,30,8,0
1980,2,30,8,0
1981,2,30,8,0
1982,2,30,8,13.4
1983,2,30,8,2584.1
1984,2,30,8,98.3
1985,2,30,8,241
1986,2,30,8,4296.8
1987,2,30,8,2039.9
1988,2,30,8,430.6
1989,2,30,8,0
1990,2,30,8,8182.7
1991,2,30,8,13419.1
1992,2,30,8,42621.4
1993,2,30,8,22787.8
1994,2,30,8,25463.5
1995,2,30,8,0
1996,2,30,8,20387
1997,2,30,8,18600.3
1998,2,30,8,11043.6
1999,2,30,8,1505.6
2000,2,30,8,2588
2001,2,30,8,58308.4
2002,2,30,8,36905.6
2003,2,30,8,12.9
2004,2,30,8,7129.9
2005,2,30,8,39342.5
2006,2,30,8,983.7
2007,2,30,8,13208.7
2008,2,30,8,21320.3
2009,2,30,8,13113.3
2010,2,30,8,18405
2011,2,30,8,474.8
2012,2,30,8,44446.2
2013,2,30,8,19510.7
2014,2,30,8,92866.5
2015,2,30,8,61778.1
2016,2,30,8,20789.2
2017,2,30,8,53975
2018,2,30,8,18087.5
2019,2,30,8,128937
2020,2,30,8,20915
2021,2,30,8,55688.4
1972,2,31,8,3.90862
1973,2,31,8,3.97522
1974,2,31,8,3.74974
1975,2,31,8,4.23791
1976,2,31,8,3.91938
1977,2,31,8,4.05609
1978,2,31,8,3.65828
1979,2,31,8,3.81762
1980,2,31,8,3.9348
1981,2,31,8,3.94581
1982,2,31,8,3.82982
1983,2,31,8,3.62432
1984,2,31,8,3.65723
1985,2,31,8,4.08988
1986,2,31,8,3.86164
1987,2,31,8,3.83967
1988,2,31,8,3.74021
1989,2,31,8,4.04873
1990,2,31,8,4.16012
1991,2,31,8,3.68463
1992,2,31,8,3.96017
1993,2,31,8,3.98839
1994,2,31,8,3.75964
1995,2,31,8,3.64512
1996,2,31,8,3.83237
1997,2,31,8,3.87092
1998,2,31,8,3.7689
1999,2,31,8,3.45284
2000,2,31,8,3.9925
2001,2,31,8,3.95389
2002,2,31,8,3.76831
2003,2,31,8,3.68912
2004,2,31,8,3.7807
2005,2,31,8,3.56612
2006,2,31,8,3.65245
2007,2,31,8,3.81072
2008,2,31,8,3.77286
2009,2,31,8,3.87122
2010,2,31,8,3.6369
2011,2,31,8,3.57107
2012,2,31,8,3.96402
2013,2,31,8,3.48481
2014,2,31,8,3.5635
2015,2,31,8,3.54173
2016,2,31,8,3.56757
2017,2,31,8,3.73386
2018,2,31,8,3.57089
2019,2,31,8,3.46421
2020,2,31,8,3.64039
2021,2,31,8,3.82374
1972,2,32,1,2.32277e-06
1973,2,32,1,1.21325e-06
1974,2,32,1,1.48335e-06
1975,2,32,1,1.01969e-06
1976,2,32,1,1.58134e-06
1977,2,32,1,4.97686e-07
1978,2,32,1,7.78931e-07
1979,2,32,1,5.03973e-07
1980,2,32,1,5.55095e-07
1981,2,32,1,4.69248e-07
1982,2,32,1,4.89037e-07
1983,2,32,1,4.93476e-07
1984,2,32,1,8.15982e-07
1985,2,32,1,3.86847e-07
1986,2,32,1,1.01018e-06
1987,2,32,1,7.82329e-07
1988,2,32,1,9.81229e-07
1989,2,32,1,6.50917e-07
1990,2,32,1,5.32612e-07
1991,2,32,1,5.70438e-07
1992,2,32,1,4.33091e-07
1993,2,32,1,6.56036e-07
1994,2,32,1,5.26922e-07
1995,2,32,1,9.31518e-07
1996,2,32,1,6.98261e-07
1997,2,32,1,1.32141e-06
1998,2,32,1,7.26772e-07
1999,2,32,1,4.35422e-07
2000,2,32,1,1.1017e-06
2001,2,32,1,5.967e-07
2002,2,32,1,5.02276e-07
2003,2,32,1,4.88735e-07
2004,2,32,1,5.93488e-07
2005,2,32,1,6.13098e-07
2006,2,32,1,5.76874e-07
2007,2,32,1,5.11162e-07
2008,2,32,1,7.44485e-07
2009,2,32,1,4.2502e-07
2010,2,32,1,3.71689e-07
2011,2,32,1,5.27743e-07
2012,2,32,1,3.78562e-07
2013,2,32,1,5.01618e-07
2014,2,32,1,3.87223e-07
2015,2,32,1,3.80766e-07
2016,2,32,1,5.18801e-07
2017,2,32,1,5.24339e-07
2018,2,32,1,6.86889e-07
2019,2,32,1,5.80194e-07
2020,2,32,1,2.65673e-07
2021,2,32,1,0
1972,2,33,2,2.16498e-06
1973,2,33,2,2.74897e-06
1974,2,33,2,3.95381e-06
1975,2,33,2,2.90253e-06
1976,2,33,2,3.20114e-06
1977,2,33,2,2.03865e-06
1978,2,33,2,3.16882e-06
1979,2,33,2,2.07377e-06
1980,2,33,2,2.67968e-06
1981,2,33,2,1.48004e-06
1982,2,33,2,1.58535e-06
1983,2,33,2,2.32222e-06
1984,2,33,2,3.60837e-06
1985,2,33,2,1.98459e-06
1986,2,33,2,4.23392e-06
1987,2,33,2,3.60473e-06
1988,2,33,2,4.25474e-06
1989,2,33,2,2.58089e-06
1990,2,33,2,2.29467e-06
1991,2,33,2,3.31733e-06
1992,2,33,2,2.40099e-06
1993,2,33,2,3.73852e-06
1994,2,33,2,2.89637e-06
1995,2,33,2,4.2045e-06
1996,2,33,2,2.26794e-06
1997,2,33,2,3.8262e-06
1998,2,33,2,4.92462e-06
1999,2,33,2,3.02557e-06
2000,2,33,2,4.31561e-06
2001,2,33,2,4.33191e-06
2002,2,33,2,3.37045e-06
2003,2,33,2,4.52033e-06
2004,2,33,2,2.25171e-06
2005,2,33,2,5.01058e-06
2006,2,33,2,4.40441e-06
2007,2,33,2,2.60041e-06
2008,2,33,2,2.85958e-06
2009,2,33,2,1.73312e-06
2010,2,33,2,3.14942e-06
2011,2,33,2,3.71975e-06
2012,2,33,2,2.59328e-06
2013,2,33,2,3.67393e-06
2014,2,33,2,1.62801e-06
2015,2,33,2,3.06285e-06
2016,2,33,2,1.81591e-06
2017,2,33,2,2.39419e-06
2018,2,33,2,2.58265e-06
2019,2,33,2,3.35506e-06
2020,2,33,2,1.64464e-06
2021,2,33,2,0
1972,2,34,3,1.52325e-06
1973,2,34,3,2.11801e-06
1974,2,34,3,2.13162e-06
1975,2,34,3,2.13482e-06
1976,2,34,3,1.92263e-06
1977,2,34,3,1.8851e-06
1978,2,34,3,2.11323e-06
1979,2,34,3,1.3841e-06
1980,2,34,3,1.69868e-06
1981,2,34,3,1.58264e-06
1982,2,34,3,2.41649e-06
1983,2,34,3,2.48249e-06
1984,2,34,3,2.76085e-06
1985,2,34,3,2.31584e-06
1986,2,34,3,3.2701e-06
1987,2,34,3,3.10768e-06
1988,2,34,3,2.88018e-06
1989,2,34,3,3.43481e-06
1990,2,34,3,2.32936e-06
1991,2,34,3,2.28621e-06
1992,2,34,3,2.16525e-06
1993,2,34,3,2.26754e-06
1994,2,34,3,2.18579e-06
1995,2,34,3,2.57871e-06
1996,2,34,3,2.06862e-06
1997,2,34,3,2.37445e-06
1998,2,34,3,2.67761e-06
1999,2,34,3,2.16828e-06
2000,2,34,3,2.58866e-06
2001,2,34,3,2.58166e-06
2002,2,34,3,2.14607e-06
2003,2,34,3,2.31331e-06
2004,2,34,3,2.69271e-06
2005,2,34,3,2.68216e-06
2006,2,34,3,3.56152e-06
2007,2,34,3,2.43763e-06
2008,2,34,3,2.05071e-06
2009,2,34,3,1.97081e-06
2010,2,34,3,2.02455e-06
2011,2,34,3,2.49342e-06
2012,2,34,3,2.26739e-06
2013,2,34,3,2.87599e-06
2014,2,34,3,2.07412e-06
2015,2,34,3,1.93839e-06
2016,2,34,3,1.78003e-06
2017,2,34,3,1.96755e-06
2018,2,34,3,3.04684e-06
2019,2,34,3,2.47183e-06
2020,2,34,3,1.76594e-06
2021,2,34,3,0
1972,2,35,4,7.73006e-06
1973,2,35,4,8.15393e-06
1974,2,35,4,1.01816e-05
1975,2,35,4,9.85801e-06
1976,2,35,4,8.12419e-06
1977,2,35,4,7.67737e-06
1978,2,35,4,9.04415e-06
1979,2,35,4,6.5602e-06
1980,2,35,4,8.7582e-06
1981,2,35,4,6.14225e-06
1982,2,35,4,6.20773e-06
1983,2,35,4,9.41878e-06
1984,2,35,4,1.0475e-05
1985,2,35,4,9.84724e-06
1986,2,35,4,1.30609e-05
1987,2,35,4,1.30316e-05
1988,2,35,4,1.33205e-05
1989,2,35,4,9.8756e-06
1990,2,35,4,9.51995e-06
1991,2,35,4,9.30024e-06
1992,2,35,4,9.36314e-06
1993,2,35,4,1.04197e-05
1994,2,35,4,9.48711e-06
1995,2,35,4,1.13185e-05
1996,2,35,4,9.0019e-06
1997,2,35,4,1.01024e-05
1998,2,35,4,1.25922e-05
1999,2,35,4,9.89641e-06
2000,2,35,4,1.18888e-05
2001,2,35,4,1.22245e-05
2002,2,35,4,1.01311e-05
2003,2,35,4,1.19778e-05
2004,2,35,4,1.1589e-05
2005,2,35,4,1.32348e-05
2006,2,35,4,1.67495e-05
2007,2,35,4,1.03084e-05
2008,2,35,4,9.37e-06
2009,2,35,4,7.84366e-06
2010,2,35,4,9.85549e-06
2011,2,35,4,1.16565e-05
2012,2,35,4,1.00427e-05
2013,2,35,4,1.23643e-05
2014,2,35,4,9.23093e-06
2015,2,35,4,9.46044e-06
2016,2,35,4,7.72939e-06
2017,2,35,4,8.10815e-06
2018,2,35,4,1.18647e-05
2019,2,35,4,1.08523e-05
2020,2,35,4,7.70722e-06
2021,2,35,4,0
1972,2,36,5,0
1973,2,36,5,0
1974,2,36,5,0
1975,2,36,5,0
1976,2,36,5,0
1977,2,36,5,0
1978,2,36,5,0
1979,2,36,5,0
1980,2,36,5,0
1981,2,36,5,0
1982,2,36,5,0
1983,2,36,5,0
1984,2,36,5,0
1985,2,36,5,0
1986,2,36,5,0
1987,2,36,5,0
1988,2,36,5,0
1989,2,36,5,0
1990,2,36,5,0
1991,2,36,5,0
1992,2,36,5,0
1993,2,36,5,0
1994,2,36,5,0
1995,2,36,5,0
1996,2,36,5,0
1997,2,36,5,0
1998,2,36,5,0
1999,2,36,5,0
2000,2,36,5,0
2001,2,36,5,0
2002,2,36,5,0
2003,2,36,5,0
2004,2,36,5,0
2005,2,36,5,8.541e-06
2006,2,36,5,9.42486e-06
2007,2,36,5,8.47171e-06
2008,2,36,5,8.71418e-06
2009,2,36,5,7.73801e-06
2010,2,36,5,7.77427e-06
2011,2,36,5,7.38432e-06
2012,2,36,5,6.6886e-06
2013,2,36,5,8.12629e-06
2014,2,36,5,8.31427e-06
2015,2,36,5,6.80991e-06
2016,2,36,5,5.67953e-06
2017,2,36,5,5.27824e-06
2018,2,36,5,4.91442e-06
2019,2,36,5,6.17175e-06
2020,2,36,5,4.16439e-06
2021,2,36,5,3.23114e-06
1972,2,37,6,5.63647e-06
1973,2,37,6,8.04234e-06
1974,2,37,6,5.68885e-06
1975,2,37,6,5.95884e-06
1976,2,37,6,5.12161e-06
1977,2,37,6,4.6355e-06
1978,2,37,6,6.37828e-06
1979,2,37,6,5.1197e-06
1980,2,37,6,7.35065e-06
1981,2,37,6,4.37872e-06
1982,2,37,6,5.54628e-06
1983,2,37,6,8.24531e-06
1984,2,37,6,7.60097e-06
1985,2,37,6,6.73162e-06
1986,2,37,6,7.64517e-06
1987,2,37,6,7.24285e-06
1988,2,37,6,9.74519e-06
1989,2,37,6,5.96141e-06
1990,2,37,6,6.70822e-06
1991,2,37,6,7.00068e-06
1992,2,37,6,9.19445e-06
1993,2,37,6,4.40815e-06
1994,2,37,6,6.17599e-06
1995,2,37,6,6.55489e-06
1996,2,37,6,7.06161e-06
1997,2,37,6,6.33443e-06
1998,2,37,6,8.19098e-06
1999,2,37,6,8.4024e-06
2000,2,37,6,8.61452e-06
2001,2,37,6,7.21459e-06
2002,2,37,6,8.0048e-06
2003,2,37,6,6.53556e-06
2004,2,37,6,6.56679e-06
2005,2,37,6,6.78413e-06
2006,2,37,6,9.00585e-06
2007,2,37,6,1.09561e-05
2008,2,37,6,9.01308e-06
2009,2,37,6,8.48293e-06
2010,2,37,6,8.89779e-06
2011,2,37,6,7.42514e-06
2012,2,37,6,8.7497e-06
2013,2,37,6,7.8471e-06
2014,2,37,6,9.0712e-06
2015,2,37,6,8.22293e-06
2016,2,37,6,7.68741e-06
2017,2,37,6,5.72525e-06
2018,2,37,6,7.99356e-06
2019,2,37,6,9.0673e-06
2020,2,37,6,5.23154e-06
2021,2,37,6,0
1972,2,38,7,0
1973,2,38,7,0
1974,2,38,7,0
1975,2,38,7,9.81406e-06
1976,2,38,7,9.73954e-06
1977,2,38,7,8.93979e-06
1978,2,38,7,1.3649e-05
1979,2,38,7,1.24345e-05
1980,2,38,7,1.44529e-05
1981,2,38,7,1.05987e-05
1982,2,38,7,1.14464e-05
1983,2,38,7,1.54427e-05
1984,2,38,7,1.72629e-05
1985,2,38,7,1.25434e-05
1986,2,38,7,1.50625e-05
1987,2,38,7,1.40429e-05
1988,2,38,7,1.6234e-05
1989,2,38,7,1.29607e-05
1990,2,38,7,1.17097e-05
1991,2,38,7,1.5941e-05
1992,2,38,7,1.163e-05
1993,2,38,7,9.75711e-06
1994,2,38,7,1.19715e-05
1995,2,38,7,1.3787e-05
1996,2,38,7,1.44404e-05
1997,2,38,7,1.34717e-05
1998,2,38,7,0
1999,2,38,7,0
2000,2,38,7,0
2001,2,38,7,0
2002,2,38,7,0
2003,2,38,7,0
2004,2,38,7,0
2005,2,38,7,0
2006,2,38,7,0
2007,2,38,7,0
2008,2,38,7,0
2009,2,38,7,0
2010,2,38,7,0
2011,2,38,7,0
2012,2,38,7,0
2013,2,38,7,0
2014,2,38,7,0
2015,2,38,7,0
2016,2,38,7,0
2017,2,38,7,0
2018,2,38,7,0
2019,2,38,7,0
2020,2,38,7,0
2021,2,38,7,0
1972,2,39,7,0
1973,2,39,7,0
1974,2,39,7,0
1975,2,39,7,0
1976,2,39,7,0
1977,2,39,7,0
1978,2,39,7,0
1979,2,39,7,0
1980,2,39,7,0
1981,2,39,7,0
1982,2,39,7,0
1983,2,39,7,0
1984,2,39,7,0
1985,2,39,7,0
1986,2,39,7,0
1987,2,39,7,0
1988,2,39,7,0
1989,2,39,7,0
1990,2,39,7,0
1991,2,39,7,0
1992,2,39,7,0
1993,2,39,7,0
1994,2,39,7,0
1995,2,39,7,0
1996,2,39,7,0
1997,2,39,7,0
1998,2,39,7,0
1999,2,39,7,0
2000,2,39,7,0
2001,2,39,7,0
2002,2,39,7,0
2003,2,39,7,0
2004,2,39,7,0
2005,2,39,7,0
2006,2,39,7,0
2007,2,39,7,0
2008,2,39,7,0
2009,2,39,7,0
2010,2,39,7,4.72877e-06
2011,2,39,7,4.45604e-06
2012,2,39,7,4.2329e-06
2013,2,39,7,4.45517e-06
2014,2,39,7,5.94175e-06
2015,2,39,7,5.10546e-06
2016,2,39,7,5.63165e-06
2017,2,39,7,4.04936e-06
2018,2,39,7,5.109e-06
2019,2,39,7,5.39093e-06
2020,2,39,7,3.11986e-06
2021,2,39,7,4.14054e-06
1972,2,40,8,0
1973,2,40,8,0
1974,2,40,8,0
1975,2,40,8,0
1976,2,40,8,0
1977,2,40,8,0
1978,2,40,8,0
1979,2,40,8,0
1980,2,40,8,0
1981,2,40,8,0
1982,2,40,8,0
1983,2,40,8,0
1984,2,40,8,0
1985,2,40,8,0
1986,2,40,8,0
1987,2,40,8,0
1988,2,40,8,0
1989,2,40,8,0
1990,2,40,8,0
1991,2,40,8,0
1992,2,40,8,0
1993,2,40,8,0
1994,2,40,8,0
1995,2,40,8,0
1996,2,40,8,0
1997,2,40,8,0
1998,2,40,8,0
1999,2,40,8,0
2000,2,40,8,0
2001,2,40,8,0
2002,2,40,8,0
2003,2,40,8,0
2004,2,40,8,0
2005,2,40,8,0
2006,2,40,8,0
2007,2,40,8,0
2008,2,40,8,0
2009,2,40,8,0
2010,2,40,8,1.31191e-05
2011,2,40,8,1.03333e-05
2012,2,40,8,9.04422e-06
2013,2,40,8,9.6046e-06
2014,2,40,8,1.10679e-05
2015,2,40,8,1.07445e-05
2016,2,40,8,1.06656e-05
2017,2,40,8,7.86252e-06
2018,2,40,8,1.02959e-05
2019,2,40,8,1.10271e-05
2020,2,40,8,6.46517e-06
2021,2,40,8,7.76836e-06
1972,2,41,8,0
1973,2,41,8,0
1974,2,41,8,0
1975,2,41,8,0
1976,2,41,8,0
1977,2,41,8,0
1978,2,41,8,0
1979,2,41,8,0
1980,2,41,8,0
1981,2,41,8,0
1982,2,41,8,0
1983,2,41,8,0
1984,2,41,8,0
1985,2,41,8,0
1986,2,41,8,0
